datetime,Flow_metersCubedPerSecond,Water_Temperature_celsius,Salinity_practicalSalinityUnits
1979-02-23 00:00:00,8.129963,1.395183516,3.5
1979-02-24 00:00:00,7.756399,1.506317678,3.5
1979-02-25 00:00:00,7.766448,1.629779002,3.5
1979-02-26 00:00:00,7.831547,1.747536826,3.5
1979-02-27 00:00:00,7.804784,1.862647553,3.5
1979-02-28 00:00:00,7.688199,1.98251212,3.5
1979-03-01 00:00:00,7.635921,2.109659838,3.5
1979-03-02 00:00:00,7.28751,2.238068562,3.5
1979-03-03 00:00:00,8.554949,2.39958289,3.5
1979-03-04 00:00:00,9.942403,2.511643261,3.5
1979-03-05 00:00:00,9.816358,2.610625059,3.5
1979-03-06 00:00:00,9.838399,2.744579963,3.5
1979-03-07 00:00:00,10.088657,2.880658164,3.5
1979-03-08 00:00:00,9.304002,3.036760393,3.5
1979-03-09 00:00:00,10.431268,3.151603344,3.5
1979-03-10 00:00:00,10.245037,3.293414016,3.5
1979-03-11 00:00:00,10.166668,3.445768024,3.5
1979-03-12 00:00:00,9.729857,3.610119428,3.5
1979-03-13 00:00:00,11.486942,3.781785932,3.5
1979-03-14 00:00:00,10.955918,3.936666377,3.5
1979-03-15 00:00:00,10.81413,4.108811863,3.5
1979-03-16 00:00:00,10.82702,4.287200031,3.5
1979-03-17 00:00:00,12.986419,4.469734239,3.5
1979-03-18 00:00:00,21.51806,4.65008246,3.5
1979-03-19 00:00:00,25.961366,4.831815211,3.5
1979-03-20 00:00:00,29.597782,5.005639267,3.5
1979-03-21 00:00:00,22.566843,5.396551394,3.5
1979-03-22 00:00:00,22.437976,5.382631941,3.5
1979-03-23 00:00:00,27.102959,5.404454977,3.5
1979-03-24 00:00:00,28.781026,5.523474221,3.5
1979-03-25 00:00:00,29.856166,5.676309536,3.5
1979-03-26 00:00:00,29.331446,5.8446073,3.5
1979-03-27 00:00:00,28.374766,6.038226183,3.5
1979-03-28 00:00:00,30.207047,6.245921483,3.5
1979-03-29 00:00:00,31.603247,6.466694671,3.5
1979-03-30 00:00:00,32.742567,6.682888609,3.5
1979-03-31 00:00:00,32.059569,6.903134847,3.5
1979-04-01 00:00:00,31.412229,7.122729815,3.5
1979-04-02 00:00:00,31.799088,7.341839553,3.5
1979-04-03 00:00:00,30.511888,7.577723685,3.5
1979-04-04 00:00:00,29.253488,7.823976701,3.5
1979-04-05 00:00:00,28.078187,8.079583128,3.5
1979-04-06 00:00:00,26.635957,8.349628366,3.5
1979-04-07 00:00:00,25.107059,8.630086399,3.5
1979-04-08 00:00:00,23.664851,8.921282729,3.5
1979-04-09 00:00:00,22.261501,9.223892719,3.5
1979-04-10 00:00:00,26.891819,9.035989683,3.5
1979-04-11 00:00:00,25.97317,9.29019415,3.5
1979-04-12 00:00:00,25.234507,9.540870266,3.5
1979-04-13 00:00:00,23.818345,9.800455221,3.5
1979-04-14 00:00:00,22.62212,10.06033301,3.5
1979-04-15 00:00:00,21.549408,10.3205186,3.5
1979-04-16 00:00:00,20.50089,10.58148365,3.5
1979-04-17 00:00:00,19.437216,10.84320301,3.5
1979-04-18 00:00:00,18.437254,11.1048578,3.5
1979-04-19 00:00:00,17.491468,11.36587426,3.5
1979-04-20 00:00:00,16.780136,11.62417301,3.5
1979-04-21 00:00:00,16.083667,11.88291427,3.5
1979-04-22 00:00:00,15.352671,12.14188293,3.5
1979-04-23 00:00:00,14.515755,12.40258218,3.5
1979-04-24 00:00:00,13.899049,12.6562854,3.5
1979-04-25 00:00:00,14.400388,12.87118443,3.5
1979-04-26 00:00:00,15.739558,13.0426585,3.5
1979-04-27 00:00:00,15.731157,13.26595693,3.5
1979-04-28 00:00:00,15.93292,13.48658052,3.5
1979-04-29 00:00:00,16.816486,13.67945953,3.5
1979-04-30 00:00:00,16.77478,13.90154725,3.5
1979-05-01 00:00:00,16.520995,14.1296942,0.1
1979-05-02 00:00:00,17.431591,14.31335772,0.1
1979-05-03 00:00:00,17.965817,14.5152781,0.1
1979-05-04 00:00:00,17.542907,14.74142602,0.1
1979-05-05 00:00:00,17.159119,14.96599497,0.1
1979-05-06 00:00:00,16.742931,15.1951232,0.1
1979-05-07 00:00:00,16.120756,15.4301141,0.1
1979-05-08 00:00:00,14.054938,15.66105297,0.1
1979-05-09 00:00:00,14.880607,15.90552971,0.1
1979-05-10 00:00:00,14.256943,16.14528656,0.1
1979-05-11 00:00:00,12.478398,16.37479871,0.1
1979-05-12 00:00:00,13.302788,16.62071569,0.1
1979-05-13 00:00:00,12.825914,16.86033204,0.1
1979-05-14 00:00:00,11.05666,17.09290794,0.1
1979-05-15 00:00:00,8.887945,17.31719759,0.1
1979-05-16 00:00:00,11.361689,17.57681085,0.1
1979-05-17 00:00:00,10.981914,17.80512683,0.1
1979-05-18 00:00:00,11.832463,17.9543987,0.1
1979-05-19 00:00:00,8.725853,18.01078311,0.1
1979-05-20 00:00:00,9.819527,18.27528858,0.1
1979-05-21 00:00:00,12.268646,18.52061452,0.1
1979-05-22 00:00:00,11.994901,18.73385418,0.1
1979-05-23 00:00:00,10.515685,18.94077796,0.1
1979-05-24 00:00:00,10.103921,19.16831137,0.1
1979-05-25 00:00:00,10.798074,19.40563972,0.1
1979-05-26 00:00:00,7.533883,19.58850948,0.1
1979-05-27 00:00:00,8.55343,19.82883245,0.1
1979-05-28 00:00:00,9.454525,20.05806677,0.1
1979-05-29 00:00:00,9.517418,20.23617446,0.1
1979-05-30 00:00:00,9.711614,20.38392645,0.1
1979-05-31 00:00:00,9.359745,20.59143422,0.1
1979-06-01 00:00:00,9.122415,20.78810196,0.1
1979-06-02 00:00:00,8.829809,20.98190656,0.1
1979-06-03 00:00:00,8.523511,21.16990322,0.1
1979-06-04 00:00:00,8.241249,21.35460123,0.1
1979-06-05 00:00:00,8.068231,21.53676179,0.1
1979-06-06 00:00:00,7.786035,21.72579753,0.1
1979-06-07 00:00:00,8.089981,21.83570891,0.1
1979-06-08 00:00:00,8.019828,22.0009154,0.1
1979-06-09 00:00:00,7.222459,22.10981542,0.1
1979-06-10 00:00:00,8.906346,22.21796613,0.1
1979-06-11 00:00:00,8.819241,22.38497584,0.1
1979-06-12 00:00:00,8.472885,22.54428576,0.1
1979-06-13 00:00:00,8.041518,22.70164465,0.1
1979-06-14 00:00:00,7.955367,22.87175769,0.1
1979-06-15 00:00:00,7.614794,23.04158332,0.1
1979-06-16 00:00:00,6.974531,23.20348949,0.1
1979-06-17 00:00:00,6.740441,23.35839881,0.1
1979-06-18 00:00:00,6.867291,23.50216424,0.1
1979-06-19 00:00:00,6.803277,23.6365449,0.1
1979-06-20 00:00:00,5.07724,23.62136535,0.1
1979-06-21 00:00:00,6.253373,23.85048686,0.1
1979-06-22 00:00:00,3.075004,23.86680096,0.1
1979-06-23 00:00:00,6.201168,24.16191551,0.1
1979-06-24 00:00:00,6.119906,24.28354669,0.1
1979-06-25 00:00:00,5.911196,24.41052127,0.1
1979-06-26 00:00:00,5.682041,24.5367164,0.1
1979-06-27 00:00:00,5.866444,24.57202453,0.1
1979-06-28 00:00:00,6.335223,24.56277838,0.1
1979-06-29 00:00:00,7.576757,24.47676009,0.1
1979-06-30 00:00:00,7.083709,24.68286352,0.1
1979-07-01 00:00:00,6.929071,24.76459926,0.1
1979-07-02 00:00:00,6.748814,24.84818135,0.1
1979-07-03 00:00:00,5.596846,24.79499243,0.1
1979-07-04 00:00:00,5.551918,24.8493058,0.1
1979-07-05 00:00:00,5.290962,24.98651667,0.1
1979-07-06 00:00:00,5.008684,25.09467119,0.1
1979-07-07 00:00:00,6.129536,25.25785232,0.1
1979-07-08 00:00:00,5.916292,25.34435118,0.1
1979-07-09 00:00:00,5.675967,25.42994259,0.1
1979-07-10 00:00:00,5.642911,25.4529642,0.1
1979-07-11 00:00:00,4.372725,25.4191371,0.1
1979-07-12 00:00:00,5.552522,25.5729983,0.1
1979-07-13 00:00:00,5.354017,25.61619379,0.1
1979-07-14 00:00:00,2.721432,25.42032897,0.1
1979-07-15 00:00:00,2.54171,25.49665272,0.1
1979-07-16 00:00:00,3.64101,25.7017305,0.1
1979-07-17 00:00:00,2.222201,25.60721106,0.1
1979-07-18 00:00:00,2.114516,25.63271961,0.1
1979-07-19 00:00:00,4.446098,25.88564449,0.1
1979-07-20 00:00:00,4.257334,25.9195498,0.1
1979-07-21 00:00:00,2.606699,25.73365055,0.1
1979-07-22 00:00:00,4.296142,25.71173693,0.1
1979-07-23 00:00:00,4.593439,25.7902697,0.1
1979-07-24 00:00:00,2.189657,25.52677741,0.1
1979-07-25 00:00:00,2.263497,25.48579934,0.1
1979-07-26 00:00:00,3.95891,25.71217146,0.1
1979-07-27 00:00:00,2.034791,25.52804164,0.1
1979-07-28 00:00:00,4.129608,25.74879764,0.1
1979-07-29 00:00:00,3.501167,25.70723459,0.1
1979-07-30 00:00:00,2.312088,25.29996862,0.1
1979-07-31 00:00:00,2.180981,25.33183569,0.1
1979-08-01 00:00:00,4.078135,25.56322941,0.1
1979-08-02 00:00:00,3.441721,25.45733739,0.1
1979-08-03 00:00:00,4.65606,25.32569605,0.1
1979-08-04 00:00:00,5.560863,25.08272702,0.1
1979-08-05 00:00:00,6.631253,24.90388132,0.1
1979-08-06 00:00:00,6.740562,24.84583941,0.1
1979-08-07 00:00:00,7.927349,24.67319977,0.1
1979-08-08 00:00:00,8.600978,24.57140484,0.1
1979-08-09 00:00:00,12.104408,24.27757743,0.1
1979-08-10 00:00:00,10.254961,24.0656763,0.1
1979-08-11 00:00:00,11.104436,24.05841394,0.1
1979-08-12 00:00:00,9.624095,23.99144208,0.1
1979-08-13 00:00:00,9.153518,23.93952943,0.1
1979-08-14 00:00:00,8.652812,23.87528178,0.1
1979-08-15 00:00:00,8.178326,23.80201111,0.1
1979-08-16 00:00:00,12.002485,23.75201544,0.1
1979-08-17 00:00:00,8.483151,23.58929686,0.1
1979-08-18 00:00:00,13.917263,23.45404687,0.1
1979-08-19 00:00:00,14.256517,23.33459697,0.1
1979-08-20 00:00:00,14.123495,23.14790823,0.1
1979-08-21 00:00:00,11.318522,23.03535122,0.1
1979-08-22 00:00:00,9.99605,22.91567595,0.1
1979-08-23 00:00:00,8.915414,22.81648443,0.1
1979-08-24 00:00:00,9.972215,22.74159246,0.1
1979-08-25 00:00:00,13.06351,22.66589877,0.1
1979-08-26 00:00:00,8.430295,22.52506085,0.1
1979-08-27 00:00:00,12.894443,22.4083969,0.1
1979-08-28 00:00:00,11.668776,22.28562973,0.1
1979-08-29 00:00:00,6.971998,22.11212537,0.1
1979-08-30 00:00:00,11.685241,22.03818469,0.1
1979-08-31 00:00:00,9.171423,21.90962038,0.1
1979-09-01 00:00:00,7.228097,21.77491848,0.1
1979-09-02 00:00:00,6.729969,21.64880583,0.1
1979-09-03 00:00:00,7.809633,21.53677832,0.1
1979-09-04 00:00:00,8.875869,21.41672677,0.1
1979-09-05 00:00:00,3.887341,21.23898877,0.1
1979-09-06 00:00:00,4.905211,21.12793481,0.1
1979-09-07 00:00:00,4.553705,20.99451719,0.1
1979-09-08 00:00:00,7.179939,20.8760121,0.1
1979-09-09 00:00:00,6.902558,20.73106252,0.1
1979-09-10 00:00:00,6.535572,20.58862137,0.1
1979-09-11 00:00:00,6.323205,20.43606348,0.1
1979-09-12 00:00:00,6.125096,20.2755245,0.1
1979-09-13 00:00:00,5.863973,20.11312534,0.1
1979-09-14 00:00:00,5.210592,19.95781402,0.1
1979-09-15 00:00:00,5.419626,19.79991324,0.1
1979-09-16 00:00:00,5.214554,19.63948714,0.1
1979-09-17 00:00:00,4.179587,19.46857952,0.1
1979-09-18 00:00:00,4.761295,19.31516775,0.1
1979-09-19 00:00:00,4.567237,19.14706416,0.1
1979-09-20 00:00:00,4.424724,18.97421602,0.1
1979-09-21 00:00:00,4.236463,18.80366814,0.1
1979-09-22 00:00:00,4.073302,18.62927934,0.1
1979-09-23 00:00:00,3.913407,18.45289017,0.1
1979-09-24 00:00:00,3.807072,18.27116275,0.1
1979-09-25 00:00:00,3.715955,18.08755766,0.1
1979-09-26 00:00:00,3.159617,17.90149811,0.1
1979-09-27 00:00:00,3.405132,17.73041289,0.1
1979-09-28 00:00:00,3.290849,17.54618126,0.1
1979-09-29 00:00:00,3.150509,17.36265679,0.1
1979-09-30 00:00:00,3.179248,17.1382259,0.1
1979-10-01 00:00:00,3.170254,16.81292107,0.1
1979-10-02 00:00:00,2.469834,16.55484464,0.1
1979-10-03 00:00:00,1.063668,16.28584328,0.1
1979-10-04 00:00:00,3.05041,16.21483611,0.1
1979-10-05 00:00:00,0.955385,15.89706417,0.1
1979-10-06 00:00:00,3.050787,15.78830106,0.1
1979-10-07 00:00:00,1.847425,15.54740327,0.1
1979-10-08 00:00:00,1.740091,15.34381274,0.1
1979-10-09 00:00:00,2.828736,15.1628131,0.1
1979-10-10 00:00:00,2.812371,14.94029018,0.1
1979-10-11 00:00:00,0.937237,14.59990291,0.1
1979-10-12 00:00:00,1.440926,14.44334527,0.1
1979-10-13 00:00:00,2.75102,14.27561028,0.1
1979-10-14 00:00:00,2.705191,14.06412908,0.1
1979-10-15 00:00:00,2.618454,13.85441059,0.1
1979-10-16 00:00:00,2.525581,13.64661662,0.1
1979-10-17 00:00:00,2.534122,13.42479126,0.1
1979-10-18 00:00:00,2.533199,13.1976765,0.1
1979-10-19 00:00:00,3.102941,12.77957398,0.1
1979-10-20 00:00:00,2.952472,12.55732702,0.1
1979-10-21 00:00:00,3.230563,12.30522619,0.1
1979-10-22 00:00:00,2.815003,11.9412495,0.1
1979-10-23 00:00:00,3.068546,11.64738863,0.1
1979-10-24 00:00:00,3.209788,11.49443889,0.1
1979-10-25 00:00:00,4.017483,11.20875631,0.1
1979-10-26 00:00:00,3.013627,10.99808023,0.1
1979-10-27 00:00:00,4.031677,10.66924605,0.1
1979-10-28 00:00:00,2.584495,10.48410522,0.1
1979-10-29 00:00:00,2.418928,10.23283038,0.1
1979-10-30 00:00:00,4.565041,9.900561295,0.1
1979-10-31 00:00:00,2.623784,9.735604695,0.1
1979-11-01 00:00:00,2.660927,9.502930143,0.1
1979-11-02 00:00:00,2.608299,9.27788553,0.1
1979-11-03 00:00:00,2.544834,9.059911934,0.1
1979-11-04 00:00:00,4.713322,8.762892851,0.1
1979-11-05 00:00:00,2.678318,8.64692017,0.1
1979-11-06 00:00:00,2.887342,8.418410336,0.1
1979-11-07 00:00:00,2.765334,8.208139473,0.1
1979-11-08 00:00:00,2.654425,8.001753932,0.1
1979-11-09 00:00:00,2.593442,7.793512188,0.1
1979-11-10 00:00:00,2.547273,7.583789135,0.1
1979-11-11 00:00:00,4.672286,7.272350459,0.1
1979-11-12 00:00:00,2.423865,7.168440517,0.1
1979-11-13 00:00:00,2.361068,6.95778601,0.1
1979-11-14 00:00:00,2.283414,6.754549146,0.1
1979-11-15 00:00:00,2.207908,6.555241885,0.1
1979-11-16 00:00:00,2.344456,6.411601181,0.1
1979-11-17 00:00:00,2.269242,6.195807279,0.1
1979-11-18 00:00:00,2.156966,6.010956944,0.1
1979-11-19 00:00:00,4.455363,5.715084541,0.1
1979-11-20 00:00:00,4.823808,5.558927388,0.1
1979-11-21 00:00:00,4.161346,5.479078021,0.1
1979-11-22 00:00:00,3.923435,5.317861683,0.1
1979-11-23 00:00:00,4.561324,5.110027285,0.1
1979-11-24 00:00:00,6.758976,4.760360984,0.1
1979-11-25 00:00:00,3.904174,4.776023004,0.1
1979-11-26 00:00:00,6.92088,4.346572415,0.1
1979-11-27 00:00:00,4.341559,4.272137692,0.1
1979-11-28 00:00:00,4.180146,4.050127058,0.1
1979-11-29 00:00:00,4.142174,3.836566746,0.1
1979-11-30 00:00:00,4.01309,3.626714393,0.1
1979-12-01 00:00:00,3.871264,3.424735343,3.5
1979-12-02 00:00:00,4.249012,3.196940658,3.5
1979-12-03 00:00:00,5.77902,2.956435129,3.5
1979-12-04 00:00:00,3.513883,2.890890051,3.5
1979-12-05 00:00:00,6.545407,2.616736237,3.5
1979-12-06 00:00:00,3.261475,2.571377699,3.5
1979-12-07 00:00:00,3.17203,2.424963471,3.5
1979-12-08 00:00:00,4.095011,2.240418938,3.5
1979-12-09 00:00:00,6.072174,2.055722783,3.5
1979-12-10 00:00:00,2.900098,2.038099438,3.5
1979-12-11 00:00:00,3.959133,1.853090192,3.5
1979-12-12 00:00:00,2.730413,1.800059269,3.5
1979-12-13 00:00:00,2.63998,1.688525761,3.5
1979-12-14 00:00:00,5.588015,1.457890433,3.5
1979-12-15 00:00:00,2.477607,1.47584603,3.5
1979-12-16 00:00:00,5.366013,1.242381599,3.5
1979-12-17 00:00:00,5.274896,1.139344294,3.5
1979-12-18 00:00:00,5.199903,1.040052895,3.5
1979-12-19 00:00:00,5.129076,0.943507448,3.5
1979-12-20 00:00:00,2.12617,0.986054368,3.5
1979-12-21 00:00:00,5.084224,0.761412828,3.5
1979-12-22 00:00:00,5.946664,0.681409626,3.5
1979-12-23 00:00:00,7.380637,0.544396685,3.5
1979-12-24 00:00:00,8.567799,0.480962585,3.5
1979-12-25 00:00:00,8.936752,0.40857631,3.5
1979-12-26 00:00:00,8.749112,0.315181471,3.5
1979-12-27 00:00:00,8.90255,0.147772828,3.5
1979-12-28 00:00:00,8.617338,-0.008721812,3.5
1979-12-29 00:00:00,8.323227,-0.147402975,3.5
1979-12-30 00:00:00,8.085251,-0.267266192,3.5
1979-12-31 00:00:00,7.903619,-0.370775433,3.5
1980-01-01 00:00:00,7.745803,-0.459779689,3.5
1980-01-02 00:00:00,7.608041,-0.535738661,3.5
1980-01-03 00:00:00,7.482812,-0.600235338,3.5
1980-01-04 00:00:00,7.336815,-0.655882762,3.5
1980-01-05 00:00:00,7.098603,-0.707646983,3.5
1980-01-06 00:00:00,7.025025,-0.746680369,3.5
1980-01-07 00:00:00,6.962853,-0.781159919,3.5
1980-01-08 00:00:00,6.836463,-0.809948114,3.5
1980-01-09 00:00:00,6.658488,-0.835730576,3.5
1980-01-10 00:00:00,7.002838,-0.842271341,3.5
1980-01-11 00:00:00,6.903598,-0.875964601,3.5
1980-01-12 00:00:00,6.709534,-0.885106448,3.5
1980-01-13 00:00:00,6.641088,-0.888877035,3.5
1980-01-14 00:00:00,6.519952,-0.892446346,3.5
1980-01-15 00:00:00,7.048242,-0.885804637,3.5
1980-01-16 00:00:00,8.577377,-0.893444847,3.5
1980-01-17 00:00:00,8.506387,-0.889611719,3.5
1980-01-18 00:00:00,8.517132,-0.868041242,3.5
1980-01-19 00:00:00,8.463676,-0.883940518,3.5
1980-01-20 00:00:00,8.294367,-0.923287029,3.5
1980-01-21 00:00:00,8.077921,-0.955916257,3.5
1980-01-22 00:00:00,7.907087,-0.974237297,3.5
1980-01-23 00:00:00,7.588618,-0.987986517,3.5
1980-01-24 00:00:00,7.635934,-0.975915056,3.5
1980-01-25 00:00:00,7.546903,-0.962729072,3.5
1980-01-26 00:00:00,7.41029,-0.93996699,3.5
1980-01-27 00:00:00,7.305365,-0.909015214,3.5
1980-01-28 00:00:00,7.204058,-0.871086306,3.5
1980-01-29 00:00:00,7.092868,-0.827263566,3.5
1980-01-30 00:00:00,6.96789,-0.778489203,3.5
1980-01-31 00:00:00,6.88382,-0.723607244,3.5
1980-02-01 00:00:00,6.774476,-0.664490803,3.5
1980-02-02 00:00:00,6.666934,-0.601195384,3.5
1980-02-03 00:00:00,6.558257,-0.533829878,3.5
1980-02-04 00:00:00,6.314298,-0.466654052,3.5
1980-02-05 00:00:00,6.255998,-0.390314471,3.5
1980-02-06 00:00:00,6.360589,-0.309131725,3.5
1980-02-07 00:00:00,6.273028,-0.226873537,3.5
1980-02-08 00:00:00,6.167826,-0.141358764,3.5
1980-02-09 00:00:00,6.089614,-0.052067359,3.5
1980-02-10 00:00:00,5.981604,0.039861662,3.5
1980-02-11 00:00:00,5.902677,0.135031155,3.5
1980-02-12 00:00:00,5.835785,0.233571928,3.5
1980-02-13 00:00:00,5.740849,0.33469834,3.5
1980-02-14 00:00:00,5.652214,0.438625809,3.5
1980-02-15 00:00:00,5.621003,0.54692322,3.5
1980-02-16 00:00:00,5.558374,0.656860965,3.5
1980-02-17 00:00:00,5.492863,0.77008126,3.5
1980-02-18 00:00:00,5.43733,0.886228564,3.5
1980-02-19 00:00:00,5.711045,0.99732343,3.5
1980-02-20 00:00:00,6.485726,1.099482122,3.5
1980-02-21 00:00:00,6.105725,1.191491584,3.5
1980-02-22 00:00:00,6.148768,1.325025321,3.5
1980-02-23 00:00:00,6.178141,1.457816596,3.5
1980-02-24 00:00:00,6.119975,1.584589048,3.5
1980-02-25 00:00:00,6.066117,1.708035438,3.5
1980-02-26 00:00:00,5.992885,1.831294053,3.5
1980-02-27 00:00:00,5.655646,1.961223357,3.5
1980-02-28 00:00:00,4.106149,2.125709204,3.5
1980-02-29 00:00:00,4.048774,2.258348661,3.5
1980-03-01 00:00:00,3.980604,2.39805891,3.5
1980-03-02 00:00:00,5.669067,2.517705477,3.5
1980-03-03 00:00:00,5.54006,2.669044475,3.5
1980-03-04 00:00:00,5.392604,2.824945021,3.5
1980-03-05 00:00:00,5.611929,2.982520325,3.5
1980-03-06 00:00:00,3.921943,3.161425117,3.5
1980-03-07 00:00:00,3.822105,3.326848712,3.5
1980-03-08 00:00:00,3.718537,3.495279445,3.5
1980-03-09 00:00:00,5.177616,3.651916811,3.5
1980-03-10 00:00:00,5.071319,3.826304294,3.5
1980-03-11 00:00:00,4.974731,4.003935153,3.5
1980-03-12 00:00:00,4.954749,4.182864461,3.5
1980-03-13 00:00:00,4.947059,4.366711257,3.5
1980-03-14 00:00:00,5.204003,4.548438684,3.5
1980-03-15 00:00:00,6.713229,4.674631098,3.5
1980-03-16 00:00:00,6.125718,4.81825027,3.5
1980-03-17 00:00:00,6.121967,5.023662621,3.5
1980-03-18 00:00:00,6.181684,5.218290564,3.5
1980-03-19 00:00:00,4.732074,5.417630515,3.5
1980-03-20 00:00:00,3.138524,5.617520783,3.5
1980-03-21 00:00:00,4.614531,5.788286929,3.5
1980-03-22 00:00:00,4.574235,5.979100326,3.5
1980-03-23 00:00:00,2.907045,6.158485353,3.5
1980-03-24 00:00:00,3.050136,6.351114886,3.5
1980-03-25 00:00:00,4.50757,6.554865981,3.5
1980-03-26 00:00:00,5.585233,6.762178645,3.5
1980-03-27 00:00:00,4.389882,6.967225694,3.5
1980-03-28 00:00:00,5.475055,7.181148701,3.5
1980-03-29 00:00:00,4.236466,7.390405639,3.5
1980-03-30 00:00:00,2.607749,7.587610658,3.5
1980-03-31 00:00:00,5.266367,7.830951984,3.5
1980-04-01 00:00:00,5.142026,8.053537947,3.5
1980-04-02 00:00:00,5.171821,8.268183208,3.5
1980-04-03 00:00:00,6.169297,8.380056705,3.5
1980-04-04 00:00:00,6.174611,8.59925434,3.5
1980-04-05 00:00:00,6.155441,8.828662971,3.5
1980-04-06 00:00:00,6.133023,9.039372792,3.5
1980-04-07 00:00:00,6.683772,9.22374002,3.5
1980-04-08 00:00:00,8.857708,9.33128176,3.5
1980-04-09 00:00:00,8.979516,9.542666785,3.5
1980-04-10 00:00:00,9.051473,9.760063754,3.5
1980-04-11 00:00:00,6.594496,9.95500477,3.5
1980-04-12 00:00:00,8.840172,10.17953012,3.5
1980-04-13 00:00:00,8.500246,10.40158034,3.5
1980-04-14 00:00:00,6.99501,10.59873826,3.5
1980-04-15 00:00:00,8.536317,10.8281399,3.5
1980-04-16 00:00:00,6.932938,11.04977574,3.5
1980-04-17 00:00:00,8.253739,11.29344504,3.5
1980-04-18 00:00:00,8.116379,11.53060442,3.5
1980-04-19 00:00:00,6.507611,11.76429193,3.5
1980-04-20 00:00:00,7.60777,12.01873674,3.5
1980-04-21 00:00:00,7.355927,12.26689198,3.5
1980-04-22 00:00:00,5.734516,12.50498923,3.5
1980-04-23 00:00:00,5.547663,12.76293227,3.5
1980-04-24 00:00:00,5.490975,13.01801801,3.5
1980-04-25 00:00:00,6.277697,13.27380842,3.5
1980-04-26 00:00:00,3.707883,13.48675922,3.5
1980-04-27 00:00:00,5.90724,13.77666131,3.5
1980-04-28 00:00:00,5.780213,14.0212255,3.5
1980-04-29 00:00:00,5.250636,14.22268953,3.5
1980-04-30 00:00:00,5.13104,14.46533059,3.5
1980-05-01 00:00:00,4.843074,14.70336404,0.1
1980-05-02 00:00:00,5.624918,14.97074191,0.1
1980-05-03 00:00:00,4.195007,15.18607052,0.1
1980-05-04 00:00:00,3.835857,15.42931932,0.1
1980-05-05 00:00:00,2.249866,15.58839807,0.1
1980-05-06 00:00:00,3.288081,15.92701147,0.1
1980-05-07 00:00:00,3.232409,16.19323618,0.1
