wind_speed,swr,a_seiche,par_id
0.81513,1.0911,8.2314e-05,p00098
0.84455,0.85367,0.00016711,p00099
1.0777,1.0976,8.2182e-05,p00100
1.116,0.88513,0.00014002,p00101
1.1159,0.94475,0.00025539,p00102
0.86663,0.94584,0.00019794,p00103
0.91354,1.0735,0.00014434,p00104
0.95234,1.0829,0.00029379,p00105
1.174,0.89623,0.00024098,p00106
0.80219,1.0242,0.00022837,p00107
1.1199,1.0956,0.00011074,p00108
1.0959,0.83763,0.0001782,p00109
0.86466,1.0772,0.00013915,p00110
0.97319,1.102,8.4435e-05,p00111
0.84072,0.96309,0.00017394,p00112
1.0514,0.97742,0.00016937,p00113
0.97989,0.96933,0.00020069,p00114
1.0874,0.92589,0.00021211,p00115
1.0103,0.89151,0.00012392,p00116
1.0551,1.0947,0.00025803,p00117
0.84559,0.82784,0.00025779,p00118
0.84184,0.92333,0.00023064,p00119
0.93431,1.1327,0.00020692,p00120
1.1601,1.0127,0.00026389,p00121
0.83438,0.99159,9.8292e-05,p00122
1.1655,0.97421,0.00017866,p00123
1.1789,1.1164,0.00011707,p00124
0.95337,0.8347,0.00018428,p00125
0.9292,0.9338,0.00016418,p00126
0.9727,1.1222,0.00020804,p00127
1.0182,0.80267,0.00022997,p00128
0.94462,0.92103,0.00011805,p00129
0.85337,1.0065,0.00010254,p00130
1.1683,1.0664,0.00010848,p00131
1.177,1.1378,0.0001916,p00132
1.1841,1.0997,0.00011251,p00133
0.83236,0.82498,0.00024576,p00134
1.133,0.98555,8.8201e-05,p00135
0.85329,0.92243,0.000276,p00136
1.1015,0.92418,9.1122e-05,p00137
0.96183,0.91908,0.00022606,p00138
1.17,1.1913,0.00011869,p00139
1.1532,1.0879,0.00016741,p00140
1.0021,1.1474,0.00017271,p00141
0.94014,0.85128,0.00018419,p00142
0.89414,1.0433,0.00018429,p00143
1.0943,1.0219,8.1713e-05,p00144
1.1106,0.80521,0.00016001,p00145
1.1752,0.80193,0.00021174,p00146
1.1059,1.0849,0.00017233,p00147
0.94554,0.94854,0.00029981,p00148
0.94877,1.0601,0.00016727,p00149
1.1136,1.1072,0.00018081,p00150
0.82207,1.0709,8.7991e-05,p00151
1.1761,0.9487,0.00013558,p00152
0.90076,1.0009,0.00015271,p00153
0.87846,1.193,0.00028361,p00154
0.94164,1.0109,0.00018075,p00155
1.1468,0.87195,0.00011092,p00156
0.82406,0.86029,0.00029862,p00157
1.0176,1.1119,0.00021001,p00158
1.0045,0.87781,0.00023501,p00159
1.0277,0.81445,0.00016228,p00160
1.1833,0.95099,0.00011873,p00161
1.0195,1.1735,0.00016621,p00162
0.8733,1.1772,0.00028627,p00163
0.9261,1.0558,0.00029802,p00164
0.93761,1.0981,0.00011686,p00165
0.87621,0.91343,0.00015454,p00166
1.0036,0.87483,0.0002051,p00167
1.0041,0.95636,0.00013907,p00168
1.1522,0.85032,0.00021182,p00169
1.0888,1.1046,0.00027979,p00170
0.90664,1.0857,0.00022392,p00171
0.80079,1.1209,0.00010798,p00172
1.0077,1.153,0.00025704,p00173
0.85266,0.80921,0.00016535,p00174
0.93681,0.91387,0.00025174,p00175
1.0585,0.96742,8.2208e-05,p00176
1.1913,1.0618,0.0002552,p00177
1.0174,1.1686,0.00013625,p00178
1.0333,1.0898,0.00029109,p00179
1.1299,0.80343,0.00010104,p00180
1.1159,0.89862,0.00026852,p00181
0.88802,0.82685,9.3942e-05,p00182
1.1506,0.80225,0.00023537,p00183
0.925,1.0341,0.0002501,p00184
1.177,1.0193,0.00022369,p00185
0.9016,1.1119,0.00014314,p00186
0.98681,0.8702,9.1439e-05,p00187
0.80618,1.1208,0.0002984,p00188
0.97462,1.1947,0.00026761,p00189
1.1961,0.80221,0.0001127,p00190
0.92753,1.1096,9.2704e-05,p00191
1.1349,0.8984,0.00016209,p00192
1.1418,0.87372,0.00014882,p00193
0.96699,0.84923,0.00022834,p00194
0.80555,1.0664,0.00027896,p00195
1.1476,0.91739,0.00024112,p00196
1.1797,1.0578,8.5344e-05,p00197
0.8327,1.1024,0.0002038,p00198
1.132,0.82237,0.0002697,p00199
0.81946,1.0578,0.00015758,p00200
0.94402,1.0345,0.00015087,p00201
0.94346,0.9221,0.00017094,p00202
1.1477,0.87882,0.00026985,p00203
1.0405,1.0499,0.00015115,p00204
1.0295,0.9719,0.00024795,p00205
1.0808,1.1011,9.1512e-05,p00206
0.83135,1.0645,0.00015175,p00207
1.087,0.90424,0.00024787,p00208
1.0316,1.1159,0.00029532,p00209
0.88294,1.0925,0.00023496,p00210
0.99334,1.0821,0.00015522,p00211
0.98268,0.83547,0.00021705,p00212
0.81151,0.8011,0.0001028,p00213
0.82814,1.1849,0.0001322,p00214
0.97488,1.1414,0.00027843,p00215
0.82554,1.1233,0.00018783,p00216
0.93911,0.80302,0.00027704,p00217
0.9564,0.86588,0.00028552,p00218
1.1378,1.1889,0.00028126,p00219
0.88502,1.1616,0.00015278,p00220
1.1567,1.0676,0.00026848,p00221
0.99471,1.1154,0.00017123,p00222
0.89864,0.84768,0.00015422,p00223
1.0443,0.85338,0.00018165,p00224
1.1923,0.91923,0.00023623,p00225
1.0887,0.83984,0.00011324,p00226
0.85773,0.89212,0.00015978,p00227
0.97446,0.90301,8.9559e-05,p00228
0.91327,0.9152,0.00014415,p00229
1.195,1.0349,0.00027141,p00230
1.1443,1.0985,0.00027858,p00231
1.1088,0.98307,0.00024556,p00232
0.81124,0.82973,0.0002119,p00233
1.0364,1.1548,0.00020332,p00234
0.95912,0.96678,0.00020828,p00235
0.90876,0.91292,0.00019439,p00236
1.1116,1.1427,0.00024571,p00237
0.80567,1.0252,0.00021149,p00238
0.85083,1.034,8.4812e-05,p00239
1.1382,1.0478,0.00029848,p00240
1.1277,0.98139,0.0001759,p00241
1.056,0.86621,0.00019237,p00242
0.87808,0.88419,0.00012033,p00243
0.82958,0.94439,0.0002706,p00244
1.1317,1.1767,0.00014223,p00245
1.1576,0.89651,0.0001315,p00246
0.88598,0.84116,0.00019653,p00247
1.0298,1.1084,0.0001924,p00248
1.0524,0.9827,0.00025497,p00249
0.8458,1.1,0.00028684,p00250
0.8403,1.1719,0.00018936,p00251
0.89737,0.97013,0.00012907,p00252
0.92654,0.82308,0.00027042,p00253
1.0922,1.019,0.00028143,p00254
1.1498,1.0718,0.00023614,p00255
0.98014,0.81099,0.00011794,p00256
1.142,0.8527,0.00029423,p00257
0.94212,1.1279,0.00016054,p00258
1.1385,1.1724,8.0305e-05,p00259
1.0034,0.94444,0.00019393,p00260
1.0909,1.1739,0.00025012,p00261
0.97616,1.0866,0.00023719,p00262
0.81642,0.8103,0.0001052,p00263
0.98981,1.0447,0.00013718,p00264
0.97532,1.0081,0.00014351,p00265
1.0796,1.0726,0.00028445,p00266
0.87384,1.1311,0.00027984,p00267
0.8743,1.0897,0.00029925,p00268
1.1586,1.0806,0.0001705,p00269
1.1845,0.89704,0.00015949,p00270
1.0823,0.87088,0.00010062,p00271
1.0991,0.95281,0.00010621,p00272
0.81311,1.0426,0.0001112,p00273
1.1869,1.0882,0.00013694,p00274
0.99874,1.1969,0.00029898,p00275
0.90554,1.0399,0.00011961,p00276
1.1755,0.97768,0.00013299,p00277
0.93488,1.0826,0.00020093,p00278
0.86967,0.96357,0.0002282,p00279
1.1167,1.0613,0.00014509,p00280
1.0739,0.90506,0.00014061,p00281
1.0282,1.1987,0.00024859,p00282
0.86501,0.95508,0.0002464,p00283
0.90279,0.91103,0.00015465,p00284
1.0397,1.1532,9.5259e-05,p00285
0.90785,0.85378,0.00021968,p00286
1.0115,0.8912,0.00018827,p00287
0.8489,0.81456,0.00017964,p00288
1.1054,1.0211,0.0002424,p00289
1.1824,1.0423,0.00021832,p00290
1.0402,0.80263,0.00029478,p00291
1.0792,0.87717,0.00019019,p00292
0.91389,1.0906,0.00024669,p00293
1.0501,1.1806,0.0002149,p00294
0.97422,1.1394,0.00027994,p00295
0.87469,0.95534,0.00015066,p00296
0.91205,1.1802,0.00022109,p00297
0.94374,0.91279,0.00024515,p00298
1.0366,0.93996,0.00029974,p00299
1.0491,0.90779,0.00012759,p00300
0.90171,0.80656,0.00024473,p00301
1.0713,0.86845,0.00024358,p00302
1.0762,1.0498,0.00019016,p00303
1.1346,0.83302,0.00024527,p00304
1.1706,1.1354,0.00012258,p00305
1.0543,0.888,0.00015806,p00306
1.0798,1.0088,0.00011673,p00307
1.1835,0.97244,0.00010289,p00308
0.95024,1.1774,0.00025282,p00309
1.1274,1.0914,0.00022737,p00310
1.1561,0.967,0.0002484,p00311
0.97689,1.1421,0.00011561,p00312
0.84301,0.82219,0.00017212,p00313
0.81252,0.97468,0.00014712,p00314
0.98793,1.0125,0.000189,p00315
0.98437,1.1147,0.00014175,p00316
1.0246,0.9607,0.00025621,p00317
1.1107,1.1015,8.8008e-05,p00318
0.90419,1.0361,0.00016949,p00319
0.90756,0.8128,0.00016114,p00320
1.1641,1.0689,0.00026795,p00321
1.0382,0.92204,0.00025231,p00322
1.1445,0.93342,0.00027941,p00323
0.83936,0.86482,0.00028591,p00324
1.0344,1.1978,0.00010913,p00325
1.1966,1.0494,0.00027932,p00326
1.0245,1.1053,0.00027821,p00327
0.83598,1.0837,0.00021022,p00328
1.1007,0.80364,9.1231e-05,p00329
1.0702,1.1939,0.00019691,p00330
1.1402,0.99096,0.00021255,p00331
1.0117,0.99424,0.00022214,p00332
1.0331,0.8253,0.0001864,p00333
1.0978,1.0698,0.0002195,p00334
0.85643,1.0377,0.00022508,p00335
1.1578,1.1899,0.00016415,p00336
0.94276,1.1352,8.8153e-05,p00337
0.9693,0.99198,0.00012902,p00338
1.0098,1.0582,0.00017268,p00339
1.0044,1.168,0.00026313,p00340
0.93297,1.0525,0.00024423,p00341
0.85976,1.1336,0.00021209,p00342
0.83928,0.82939,0.00022066,p00343
1.1354,1.1921,0.00027243,p00344
1.1081,0.99289,0.0002182,p00345
1.1634,1.0132,0.00020169,p00346
0.87857,0.97497,0.00023639,p00347
1.0066,0.91618,0.00012854,p00348
0.95158,0.91028,0.00024941,p00349
1.0368,0.86662,0.00027099,p00350
1.165,1.191,9.5846e-05,p00351
1.0757,0.88328,0.00015026,p00352
0.97384,1.1814,0.00024501,p00353
0.88556,0.939,0.00020533,p00354
1.0991,1.0064,0.00016428,p00355
1.0398,1.0671,0.00023504,p00356
1.1021,1.1235,0.00017003,p00357
1.1423,1.1456,0.00021358,p00358
1.0414,1.1022,0.00026277,p00359
1.1177,0.85716,0.00010446,p00360
1.0994,1.1126,0.00019331,p00361
0.9957,1.0686,0.00017021,p00362
0.82932,1.1478,0.00015162,p00363
0.80485,1.1186,0.00024153,p00364
0.85746,1.0013,0.00026144,p00365
1.0164,1.0046,8.5431e-05,p00366
1.0257,0.8539,0.00012602,p00367
0.93731,1.0355,0.00018186,p00368
0.86381,0.92927,0.00020466,p00369
0.98248,1.1649,0.0002765,p00370
0.92998,1.1238,0.00023308,p00371
1.0996,1.0122,9.4314e-05,p00372
0.83274,0.92111,0.00019264,p00373
0.84007,1.1551,0.00021294,p00374
1.1929,0.80157,0.00029719,p00375
1.1276,0.82089,0.00013319,p00376
0.80788,1.1895,0.00026754,p00377
1.0868,1.1539,0.00025997,p00378
1.1639,0.96108,0.00019734,p00379
1.0588,0.99676,9.3577e-05,p00380
1.1508,0.94215,0.00025434,p00381
1.1555,0.99925,0.00012849,p00382
1.0633,1.171,9.4232e-05,p00383
1.1568,0.8537,0.00012181,p00384
1.1,0.97533,9.9173e-05,p00385
1.1977,0.89833,0.0002436,p00386
1.1593,0.82367,0.00027203,p00387
1.027,0.96175,0.00023217,p00388
1.0246,1.1716,0.00023889,p00389
0.99369,1.1012,0.0001271,p00390
0.98493,0.97636,0.00012595,p00391
0.8124,0.89313,0.00027534,p00392
1.0126,1.103,0.00013361,p00393
0.8223,0.98151,0.00014842,p00394
1.1733,1.1188,0.00023248,p00395
0.8148,1.095,0.00014036,p00396
1.0496,1.0632,8.8643e-05,p00397
1.1843,0.93417,0.00026091,p00398
1.173,0.84694,0.00024268,p00399
1.0159,1.0932,0.00014528,p00400
0.82415,0.85947,0.00019799,p00401
1.0779,1.0623,0.00022104,p00402
0.8209,1.0117,9.4458e-05,p00403
1.0425,1.1928,0.00025627,p00404
0.93535,0.93471,0.00021876,p00405
0.94852,1.1249,8.0783e-05,p00406
1.0563,0.85517,0.00015319,p00407
0.89899,1.0504,0.00012937,p00408
1.1095,1.0407,0.00017113,p00409
0.94228,1.0608,0.00029515,p00410
1.1491,0.89232,0.00010471,p00411
0.80205,1.1199,0.00018351,p00412
1.1646,1.1134,0.00015575,p00413
0.84383,1.153,0.00010838,p00414
0.88403,0.97627,0.00017157,p00415
1.1119,1.1549,9.9186e-05,p00416
0.89436,0.85646,0.00028583,p00417
1.0464,0.86208,0.00010757,p00418
1.0606,0.83165,0.00019887,p00419
1.1632,0.98285,0.00028027,p00420
0.85253,0.91314,0.00023332,p00421
1.1632,1.173,0.00012039,p00422
1.1438,0.81584,0.00021473,p00423
1.0648,1.1039,9.2788e-05,p00424
1.1176,1.1574,0.00028117,p00425
1.1038,1.0411,0.00022612,p00426
0.82249,1.0098,8.7775e-05,p00427
1.1379,1.193,0.00013976,p00428
1.0695,1.0087,0.00012682,p00429
1.1645,1.1928,0.00014879,p00430
1.0095,0.86897,0.00019425,p00431
1.1456,1.0972,0.00021953,p00432
1.1633,1.0073,0.00028543,p00433
0.80233,1.0716,0.00019254,p00434
0.91865,1.1261,0.00012356,p00435
1.0063,1.1751,0.00024718,p00436
0.85758,1.1529,9.129e-05,p00437
1.0509,0.85812,8.1656e-05,p00438
1.0801,0.92872,0.00018619,p00439
1.0965,1.1345,8.0496e-05,p00440
0.91501,1.1793,0.0002744,p00441
1.1384,0.83016,0.00021494,p00442
1.0462,0.94411,0.00022601,p00443
1.1264,1.0876,0.00013042,p00444
1.1673,0.81386,0.00025222,p00445
0.9983,1.0711,0.00024624,p00446
0.93396,0.90429,0.00025486,p00447
1.1543,0.83804,0.00027094,p00448
0.96607,1.0365,0.00010682,p00449
1.1705,0.86263,0.00019073,p00450
1.0497,0.98257,0.00015568,p00451
1.1427,0.86307,8.2763e-05,p00452
1.1644,0.81819,0.00020732,p00453
0.95849,0.92699,0.00023035,p00454
0.83997,0.86738,0.00025023,p00455
1.1492,1.0891,0.00027271,p00456
1.021,0.85544,0.0001263,p00457
1.1834,0.85169,0.00014853,p00458
1.0023,1.1623,0.00026205,p00459
1.1577,0.99701,0.00011908,p00460
1.089,1.1177,0.00026112,p00461
1.1314,0.85823,0.0001702,p00462
1.0177,0.87266,0.00015015,p00463
1.0008,1.0154,9.8549e-05,p00464
1.122,1.0544,0.00019028,p00465
1.1825,1.0014,8.9995e-05,p00466
1.0058,1.1638,0.00015427,p00467
0.84615,1.1958,0.00023025,p00468
0.80964,0.82981,0.00027375,p00469
1.1079,0.95711,0.00017984,p00470
0.86343,0.8095,0.0002606,p00471
0.908,1.0958,8.5675e-05,p00472
0.9902,0.85595,0.00010871,p00473
0.92051,1.192,0.00023831,p00474
0.92361,1.1109,0.00024262,p00475
1.096,1.0358,0.00015967,p00476
0.84128,0.97328,0.0001619,p00477
1.1148,1.0508,0.00022437,p00478
0.81669,0.9779,0.00017638,p00479
1.1164,1.0596,0.00016903,p00480
0.84591,0.89105,0.00024565,p00481
0.88203,0.98747,0.00015054,p00482
0.82993,1.1377,8.271e-05,p00483
1.1344,1.0847,0.00021764,p00484
0.84318,0.97783,0.00025358,p00485
1.0932,1.1436,0.00021651,p00486
1.149,0.99353,0.00024745,p00487
0.97076,1.0891,0.00018756,p00488
0.83856,0.86727,9.0273e-05,p00489
1.0285,0.95912,0.00015548,p00490
0.99938,1.002,0.00028262,p00491
1.0806,0.80278,0.00018608,p00492
1.0771,1.1194,0.00028473,p00493
0.98635,1.1835,8.7557e-05,p00494
0.96994,0.81915,0.0002404,p00495
1.0235,0.95551,0.00021505,p00496
0.98672,0.82765,0.00016829,p00497
0.87711,0.82117,0.00024892,p00498
1.0099,0.819,0.00029428,p00499
0.95982,0.80511,9.3644e-05,p00500
0.87242,1.1545,0.00016545,p00501
1.094,0.80823,0.00024872,p00502
1.0145,0.99147,0.00027307,p00503
0.94311,1.0763,0.00026187,p00504
0.87589,1.0812,0.0001195,p00505
0.88247,0.85449,0.00025457,p00506
0.86183,0.98963,0.00017194,p00507
0.82772,0.83035,8.0024e-05,p00508
1.1685,0.87031,0.00010388,p00509
0.91708,1.0245,0.00012548,p00510
0.82642,0.8687,0.00027027,p00511
1.1398,0.96771,0.0002029,p00512
1.154,0.89734,0.00011655,p00513
1.0234,0.94516,0.00022133,p00514
0.9297,1.1623,0.00021535,p00515
0.82803,1.0967,0.00010202,p00516
1.0335,1.1805,0.00020347,p00517
1.1986,1.1117,0.0002263,p00518
1.1205,0.97416,0.00011204,p00519
0.8972,1.0049,0.00023783,p00520
1.1335,0.92515,0.0002365,p00521
0.85599,1.1278,0.00012104,p00522
1.1078,1.1198,0.00013569,p00523
0.90269,1.0301,0.00026295,p00524
0.80518,1.0068,0.00027327,p00525
0.91671,1.1611,0.00011051,p00526
1.1534,0.96221,0.0002574,p00527
1.1057,1.1762,0.00026257,p00528
1.041,0.98377,0.00023313,p00529
0.88376,0.99445,0.00022443,p00530
1.0055,1.0778,0.00011038,p00531
0.98026,0.86357,8.6647e-05,p00532
0.93755,1.1873,0.00020634,p00533
0.88799,0.87534,0.00021054,p00534
0.95731,0.89121,0.00014577,p00535
1.0375,1.0551,0.00027064,p00536
1.1422,0.84006,0.00012901,p00537
0.99396,0.9991,0.00023644,p00538
0.82704,1.1433,0.00025112,p00539
1.0876,0.84446,0.00017166,p00540
0.95575,0.87553,8.853e-05,p00541
1.1745,1.1121,0.00015327,p00542
0.96139,0.83406,0.00013366,p00543
0.96107,1.0771,0.00028478,p00544
1.0119,0.98395,0.00014426,p00545
1.0004,0.86606,0.00017616,p00546
0.80175,0.89028,0.00019081,p00547
1.1954,1.1592,0.00010711,p00548
1.0305,0.82835,0.00025098,p00549
1.1032,0.94312,0.0002039,p00550
0.91288,1.0841,0.00017479,p00551
1.1655,1.1047,0.00024298,p00552
1.1748,0.87073,0.00029189,p00553
1.0439,1.1897,0.0001971,p00554
1.0497,1.1648,8.7117e-05,p00555
0.82716,1.1201,0.00021047,p00556
1.1515,0.94895,9.6555e-05,p00557
0.80488,1.1893,0.00029538,p00558
1.0251,0.92852,9.803e-05,p00559
0.9352,1.0353,9.159e-05,p00560
0.83772,0.97898,0.00022684,p00561
1.1615,0.99607,0.00026015,p00562
1.1491,1.0412,0.00019717,p00563
1.1845,0.84432,0.00023456,p00564
1.1199,1.0976,0.00018275,p00565
1.1409,0.98197,0.00014106,p00566
0.88682,0.98954,0.00011166,p00567
1.0324,1.1306,0.00012571,p00568
1.1971,1.1254,0.00010774,p00569
0.99154,1.0504,0.00025699,p00570
0.92209,1.071,9.471e-05,p00571
1.1105,1.05,0.00010716,p00572
0.99978,1.1245,0.00017993,p00573
0.94943,1.1981,0.00018766,p00574
0.91813,0.95158,0.00020984,p00575
0.83637,0.94053,0.0001362,p00576
1.1885,1.1429,0.00011295,p00577
0.89023,0.96279,0.00025736,p00578
0.92218,1.1731,0.00010008,p00579
0.95072,0.97528,0.00014717,p00580
0.92518,1.1264,0.00014893,p00581
1.0431,0.85148,0.00011014,p00582
0.89089,0.80684,0.00019276,p00583
0.86277,1.1346,0.00028087,p00584
0.9766,1.0171,8.1477e-05,p00585
1.0819,0.98205,0.00014641,p00586
1.0835,1.1224,9.5593e-05,p00587
0.80467,0.80989,0.00028559,p00588
1.0318,0.97225,0.00021937,p00589
0.95289,0.9164,0.00015579,p00590
1.0229,0.89553,0.00025087,p00591
1.0376,0.81008,0.00029268,p00592
0.99354,1.0814,0.00011377,p00593
1.1539,1.145,0.00010533,p00594
1.0926,0.93726,0.00014927,p00595
1.0825,1.0626,0.00021981,p00596
1.0063,0.95041,0.0002761,p00597
0.95727,1.0313,9.5005e-05,p00598
0.93119,0.91886,0.00010455,p00599
1.155,0.89677,0.00027689,p00600
1.1581,0.83283,8.0161e-05,p00601
0.80983,1.1887,0.00017685,p00602
1.1245,0.85612,0.00026454,p00603
1.1715,1.04,0.00026177,p00604
0.93609,0.80381,0.00018938,p00605
0.85592,1.1419,0.00010124,p00606
1.1796,0.86478,0.0002506,p00607
0.84154,0.84887,0.00020724,p00608
1.0128,1.1825,0.0001287,p00609
0.98203,0.87575,0.00010926,p00610
0.86838,1.1807,0.00013666,p00611
1.041,0.81488,0.00010214,p00612
0.96391,0.97253,0.00010875,p00613
1.1821,1.0691,0.00029793,p00614
0.97545,1.161,0.0001684,p00615
1.0468,0.99024,0.00016944,p00616
0.89132,0.98388,0.00022414,p00617
1.1293,1.0819,0.00015804,p00618
1.0255,0.94609,0.0002841,p00619
1.1187,1.1145,0.00017893,p00620
1.1833,1.0861,0.00012805,p00621
1.1374,0.82347,0.0001178,p00622
0.89904,1.0396,9.2534e-05,p00623
0.82913,1.1938,0.00029716,p00624
1.092,1.0206,0.0001192,p00625
1.1896,1.154,0.00029044,p00626
1.0945,1.0118,0.00016165,p00627
0.93747,0.97116,0.00021939,p00628
0.98769,1.0348,0.0002861,p00629
1.0655,1.0518,0.0001495,p00630
1.0024,0.94606,0.00011224,p00631
1.0949,0.83723,0.00020986,p00632
0.96212,0.94257,0.00024443,p00633
0.93692,0.97764,0.00013435,p00634
1.0572,0.87379,0.00024312,p00635
0.89847,1.0734,0.00026138,p00636
0.85679,1.1591,0.00024386,p00637
0.8612,0.81424,0.00029076,p00638
1.103,1.1732,0.00013428,p00639
1.0804,0.84841,0.0002324,p00640
1.0661,0.85503,0.0001388,p00641
1.0845,1.0392,0.00015246,p00642
0.8395,1.0137,0.00019762,p00643
0.88978,0.8029,0.00023007,p00644
0.94045,0.84033,0.00020646,p00645
1.0052,0.83851,0.00019127,p00646
0.9667,1.1099,0.00022489,p00647
1.0657,0.96867,0.00015415,p00648
1.0814,0.8502,0.00018664,p00649
1.1467,0.90382,0.00019851,p00650
0.98566,1.0548,0.00011149,p00651
1.1706,1.1874,0.0001695,p00652
1.1565,0.93277,0.00015866,p00653
0.90863,0.94138,8.9803e-05,p00654
0.90432,0.89954,0.00029365,p00655
0.90507,1.0788,0.00028633,p00656
1.1172,0.82006,0.00024932,p00657
0.8071,1.1665,0.00024151,p00658
0.97428,1.1035,0.00013136,p00659
0.85312,1.044,0.00021388,p00660
0.81316,0.99612,0.00022226,p00661
1.0474,0.91575,0.00023254,p00662
1.1659,1.0742,0.00024546,p00663
1.0351,0.99578,0.000294,p00664
1.0432,0.86245,0.00011799,p00665
0.85499,1.0864,0.00027737,p00666
0.81107,0.82464,0.00018144,p00667
1.0157,0.86127,0.00029792,p00668
1.1575,1.0902,0.00027766,p00669
1.1336,1.094,0.0002321,p00670
1.1765,1.1401,0.00015135,p00671
1.0328,0.97806,0.00026966,p00672
1.1452,0.99761,0.00026173,p00673
1.1895,0.96164,0.00027248,p00674
1.1518,0.84218,0.00022426,p00675
1.0637,1.1223,0.00010329,p00676
1.1436,0.88685,0.00026052,p00677
0.8181,1.1469,0.00026327,p00678
0.89058,1.1785,0.00020017,p00679
1.1461,0.98255,0.00017832,p00680
1.0709,0.91946,0.00024405,p00681
0.93977,1.1769,0.00022878,p00682
0.85738,1.0062,0.00024335,p00683
0.98937,1.1363,0.00020927,p00684
1.0047,1.1109,0.00020403,p00685
1.1261,1.0168,8.9162e-05,p00686
1.0224,0.8045,0.00013778,p00687
0.90499,1.1911,0.00028698,p00688
0.99818,1.1037,0.00028462,p00689
1.1253,0.98645,0.00024866,p00690
1.1668,1.1363,0.0001936,p00691
1.1938,1.1955,9.6697e-05,p00692
0.89515,1.1483,0.00018957,p00693
0.83207,0.8747,9.1063e-05,p00694
1.1922,1.0266,0.00017342,p00695
