wind_speed,swr,mixing/coef_mix_hyp,mixing/coef_mix_KH,meteorology/ch,par_id
1.1465,0.97494,0.47552,0.4111,0.0018181,p00075
1.0195,1.196,0.85442,0.31778,0.0019492,p00076
1.0208,0.95313,0.50981,0.38626,0.0013924,p00077
0.92462,0.89975,0.85863,0.43751,0.0023892,p00078
0.87997,1.103,0.13005,0.8479,0.0023112,p00079
1.1816,1.0767,0.2365,0.20713,0.0016433,p00080
0.98757,1.0641,0.62465,0.81643,0.0012859,p00081
0.90833,0.88329,0.33807,0.29191,0.0018657,p00082
1.0296,1.0389,0.76434,0.79423,0.0023898,p00083
0.9609,1.0332,0.84676,0.76607,0.0028984,p00084
0.81748,1.1375,0.4195,0.55718,0.0014605,p00085
0.88018,1.1075,0.84903,0.12351,0.0020254,p00086
0.8576,0.90558,0.50535,0.75063,0.0021296,p00087
1.081,0.81918,0.1147,0.42544,0.0012587,p00088
0.97588,0.96952,0.3469,0.48835,0.001519,p00089
1.0424,1.1175,0.37678,0.47246,0.0013933,p00090
1.1782,1.1686,0.59782,0.75915,0.0014837,p00091
0.92866,0.92912,0.60342,0.28166,0.0024971,p00092
0.90586,0.94852,0.27873,0.72076,0.002679,p00093
0.87119,1.187,0.81829,0.60994,0.0014658,p00094
1.0877,1.0391,0.23306,0.31895,0.0028525,p00095
1.0385,0.82736,0.66993,0.64443,0.0017012,p00096
0.86418,1.0456,0.5018,0.61983,0.0025252,p00097
0.92556,1.0204,0.80625,0.78192,0.0022265,p00098
1.1923,1.0106,0.27377,0.5055,0.0029547,p00099
1.1661,0.92616,0.34797,0.65575,0.0020881,p00100
0.80826,0.97427,0.3457,0.66065,0.0012581,p00101
0.86614,1.1414,0.11939,0.65361,0.002566,p00102
0.97647,0.81742,0.59964,0.22698,0.0027589,p00103
0.97276,1.0841,0.232,0.18568,0.0019209,p00104
1.122,1.0298,0.61744,0.60476,0.0011816,p00105
1.1301,1.1279,0.42555,0.40892,0.0014154,p00106
1.0184,1.0362,0.23912,0.86232,0.0012923,p00107
0.81888,1.0191,0.31599,0.11636,0.0012443,p00108
1.1086,0.80844,0.76773,0.73998,0.00203,p00109
0.94537,1.1804,0.83894,0.37802,0.0012288,p00110
0.98151,0.84575,0.10027,0.59187,0.0017856,p00111
0.95989,0.97399,0.75342,0.17374,0.0024081,p00112
0.8608,0.87994,0.27621,0.67738,0.0011072,p00113
0.9716,1.1144,0.28424,0.51958,0.0026782,p00114
1.1805,1.031,0.36794,0.30337,0.002101,p00115
0.95024,0.98378,0.80092,0.52904,0.0010893,p00116
0.99261,0.98705,0.67243,0.58819,0.0023182,p00117
1.1214,1.0159,0.63107,0.16061,0.0015614,p00118
1.0087,1.0636,0.44463,0.46885,0.0024667,p00119
0.91367,1.0014,0.57303,0.4372,0.0027925,p00120
1.1421,1.1145,0.89538,0.85989,0.0029641,p00121
0.81334,0.90326,0.85196,0.43658,0.001418,p00122
1.1536,1.0852,0.30612,0.24275,0.0023789,p00123
1.0284,1.011,0.21175,0.88575,0.0011201,p00124
0.83019,1.1032,0.39952,0.78561,0.0019697,p00125
1.1202,0.84444,0.50952,0.48063,0.0024537,p00126
0.87811,1.1823,0.47886,0.87544,0.0010532,p00127
1.156,1.1382,0.48675,0.10976,0.0023655,p00128
0.81706,1.059,0.41163,0.12832,0.0021377,p00129
0.84936,1.0056,0.8351,0.82221,0.0026631,p00130
0.93835,1.0543,0.8186,0.65043,0.0026536,p00131
1.0658,0.92562,0.74529,0.89511,0.0028927,p00132
1.0788,0.88293,0.17152,0.81086,0.0012099,p00133
0.94867,1.1094,0.66434,0.34921,0.0013844,p00134
0.91071,0.83859,0.33765,0.34029,0.0010444,p00135
1.1852,0.99245,0.8819,0.69801,0.00171,p00136
0.97296,0.89864,0.16911,0.59622,0.0012548,p00137
0.86832,0.82259,0.3505,0.59029,0.0015576,p00138
0.81876,0.99658,0.16701,0.17442,0.0020976,p00139
0.93176,0.86658,0.50032,0.27415,0.0023993,p00140
0.96532,1.1507,0.67671,0.23022,0.0011584,p00141
1.0251,0.82403,0.21335,0.52614,0.0029537,p00142
1.0282,1.0473,0.40893,0.55586,0.0018931,p00143
0.97467,1.1111,0.66022,0.50248,0.0020485,p00144
1.103,1.1605,0.34244,0.74645,0.0021031,p00145
1.1437,0.92153,0.35774,0.67187,0.0018473,p00146
0.94278,0.97894,0.39858,0.35279,0.0013765,p00147
1.1251,0.89045,0.51953,0.46188,0.0016699,p00148
0.93987,0.98506,0.33277,0.11586,0.0019135,p00149
1.0053,0.8365,0.81242,0.42135,0.0018461,p00150
1.137,1.1086,0.71889,0.83671,0.0025377,p00151
1.0249,1.1041,0.16512,0.50641,0.0015479,p00152
1.1307,0.97185,0.12291,0.56474,0.0025985,p00153
1.187,1.1394,0.54709,0.44151,0.0015729,p00154
0.82913,1.0201,0.49734,0.88668,0.0027496,p00155
0.82872,1.143,0.41207,0.36868,0.0012482,p00156
1.1394,0.84797,0.53467,0.76044,0.0026205,p00157
1.1849,1.1129,0.73381,0.27287,0.0013789,p00158
1.0474,1.0528,0.47497,0.35395,0.0016959,p00159
0.84648,0.89828,0.5592,0.59414,0.0025965,p00160
1.0579,0.87987,0.67209,0.2692,0.0026434,p00161
1.1288,1.0898,0.73457,0.47384,0.001937,p00162
1.1705,0.81477,0.42674,0.50414,0.0027093,p00163
1.1551,0.93775,0.31161,0.87888,0.001458,p00164
0.95335,0.89192,0.15265,0.69212,0.0021544,p00165
1.131,0.93379,0.56243,0.52097,0.0029765,p00166
1.0971,0.80837,0.79449,0.15646,0.0015692,p00167
0.8581,1.0712,0.79175,0.55993,0.0021929,p00168
0.80255,1.0553,0.66513,0.8554,0.0021937,p00169
0.8991,1.1658,0.23352,0.2378,0.0022046,p00170
0.83036,1.0358,0.55628,0.37201,0.0029734,p00171
0.88283,0.9638,0.58221,0.32717,0.0018077,p00172
0.94375,1.0432,0.52452,0.39936,0.0025213,p00173
1.156,0.81869,0.29223,0.85702,0.0024799,p00174
1.1492,0.95845,0.87474,0.58703,0.0023345,p00175
0.85452,1.0648,0.66135,0.63426,0.0022008,p00176
0.83673,1.175,0.321,0.21151,0.0019261,p00177
1.1217,0.86037,0.10231,0.28659,0.0015281,p00178
1.0102,0.86587,0.43583,0.21497,0.001678,p00179
0.88874,1.0672,0.77702,0.54799,0.0028234,p00180
0.81315,1.1611,0.23374,0.13486,0.0027244,p00181
1.0327,0.98027,0.24078,0.2925,0.0014604,p00182
0.90782,0.88404,0.18212,0.67299,0.0029103,p00183
0.90816,1.0044,0.48498,0.44415,0.0025649,p00184
1.1311,0.86892,0.52011,0.67214,0.0021805,p00185
0.87343,1.0108,0.49682,0.26146,0.0011717,p00186
0.91318,0.81715,0.46623,0.49195,0.0016041,p00187
1.1353,1.1356,0.69682,0.20922,0.0027599,p00188
0.93287,1.181,0.20297,0.82676,0.0012215,p00189
0.88393,0.86079,0.36722,0.60719,0.0016346,p00190
0.98325,1.1969,0.34093,0.68928,0.0017342,p00191
1.0657,1.053,0.50376,0.47064,0.0022607,p00192
0.85876,0.91831,0.71635,0.87589,0.0022159,p00193
1.1111,1.146,0.70215,0.31139,0.0024046,p00194
0.93828,0.9971,0.88398,0.60784,0.0010379,p00195
1.1644,1.1848,0.32709,0.79458,0.0020707,p00196
0.97221,1.1041,0.82883,0.32035,0.0017531,p00197
0.85531,1.1369,0.47063,0.4309,0.0029869,p00198
0.91577,0.9846,0.337,0.38684,0.0011993,p00199
0.82712,1.075,0.69377,0.45765,0.0026655,p00200
1.1108,1.0905,0.3135,0.89102,0.0022963,p00201
1.0713,1.0573,0.31187,0.29095,0.0013747,p00202
0.89603,0.99217,0.14792,0.62073,0.0012789,p00203
1.0291,0.95441,0.60552,0.38303,0.0017817,p00204
1.125,0.92258,0.32418,0.75217,0.0015814,p00205
1.0228,1.0423,0.25423,0.67758,0.0021168,p00206
0.90666,0.99836,0.28936,0.30119,0.0025932,p00207
1.0963,0.94315,0.25111,0.56418,0.0024493,p00208
1.1843,1.0878,0.76423,0.56943,0.0011168,p00209
1.0141,1.1077,0.78977,0.17216,0.0012566,p00210
1.1008,0.8783,0.28335,0.15407,0.001734,p00211
0.95234,0.93706,0.26065,0.17605,0.0016143,p00212
0.85899,1.0031,0.62742,0.89365,0.0019293,p00213
0.84628,1.1574,0.14218,0.35916,0.0026164,p00214
1.1038,1.0692,0.4556,0.63585,0.0026664,p00215
1.0905,1.0358,0.67645,0.89485,0.0029698,p00216
0.95775,0.81675,0.60448,0.71617,0.0022405,p00217
1.1996,0.93236,0.89319,0.49802,0.0016591,p00218
1.0408,1.1058,0.87809,0.52802,0.0022089,p00219
1.0698,1.1638,0.63705,0.4429,0.0011705,p00220
1.0662,0.92028,0.21528,0.85513,0.0024545,p00221
1.1347,1.1361,0.22382,0.48863,0.0027776,p00222
0.91445,0.80529,0.53044,0.51581,0.0021047,p00223
1.0318,0.84851,0.38663,0.40539,0.0016635,p00224
0.95577,0.86601,0.62099,0.5808,0.0029564,p00225
1.1507,0.82283,0.19323,0.87097,0.0023282,p00226
0.82574,1.1158,0.51786,0.13856,0.0019446,p00227
1.0354,1.0447,0.78273,0.20535,0.0029451,p00228
1.0272,0.80962,0.35533,0.31651,0.0010612,p00229
1.1486,1.1754,0.69035,0.49459,0.0015025,p00230
1.1417,1.1655,0.71729,0.87141,0.0018976,p00231
1.0342,1.1105,0.49967,0.80111,0.0020492,p00232
0.86762,1.0047,0.48862,0.37871,0.002625,p00233
1.0063,0.86794,0.66104,0.30953,0.0014998,p00234
0.95036,1.0721,0.3543,0.35544,0.0027582,p00235
0.93842,1.0017,0.69272,0.50881,0.0010404,p00236
1.1781,0.98639,0.10981,0.67088,0.0019486,p00237
1.096,0.8834,0.42902,0.15311,0.0021632,p00238
0.90381,0.82638,0.36364,0.62991,0.0013295,p00239
0.86261,1.0399,0.56871,0.38749,0.0029407,p00240
1.1489,1.0525,0.45941,0.30459,0.0015648,p00241
1.0275,0.92658,0.3403,0.34565,0.0029182,p00242
0.86548,0.82486,0.30905,0.10172,0.0027064,p00243
1.0715,0.93614,0.7592,0.52607,0.0016425,p00244
1.1589,0.98759,0.32599,0.41996,0.0016266,p00245
0.93453,0.82883,0.42023,0.83046,0.0027786,p00246
0.96255,0.80801,0.59404,0.23406,0.0014359,p00247
1.0869,1.1608,0.11444,0.43389,0.0011846,p00248
1.024,1.0132,0.46787,0.44913,0.0018593,p00249
1.1666,1.0094,0.24039,0.40373,0.0026645,p00250
1.163,0.85849,0.65693,0.13185,0.0019183,p00251
0.87973,1.0717,0.58976,0.87484,0.0028912,p00252
1.0942,1.1764,0.31218,0.74143,0.0022558,p00253
0.92837,0.96137,0.4159,0.4769,0.0018329,p00254
0.9127,0.84821,0.58964,0.6899,0.0029857,p00255
1.0936,0.9415,0.29429,0.185,0.0010491,p00256
0.92671,0.85518,0.63601,0.78889,0.0022412,p00257
1.014,0.88517,0.72379,0.59386,0.0025843,p00258
0.93071,0.96006,0.69024,0.1396,0.0024344,p00259
1.1653,1.1252,0.50654,0.35411,0.0020892,p00260
1.0156,0.91619,0.18117,0.75764,0.0016938,p00261
1.1648,0.84053,0.47348,0.16605,0.0016827,p00262
0.88681,1.172,0.38445,0.19202,0.0013079,p00263
0.96843,1.0814,0.11738,0.17434,0.0016945,p00264
1.1802,0.86064,0.66003,0.75444,0.0024749,p00265
0.8428,1.1911,0.11091,0.79241,0.0021471,p00266
0.89627,0.82132,0.42281,0.17913,0.0026425,p00267
0.91903,0.80441,0.22281,0.1832,0.0024463,p00268
0.9469,0.81064,0.48833,0.16199,0.002843,p00269
0.90182,1.1381,0.23181,0.79365,0.0016756,p00270
1.0049,0.97415,0.58932,0.59129,0.0014099,p00271
0.96688,1.1209,0.20316,0.11955,0.0014203,p00272
0.82928,0.81928,0.32288,0.59056,0.0010981,p00273
0.9159,1.1699,0.89248,0.29079,0.0015506,p00274
0.80781,1.0509,0.31077,0.56372,0.0027328,p00275
1.1193,0.98802,0.34627,0.43965,0.0029711,p00276
1.1638,0.99908,0.15767,0.18135,0.0020408,p00277
1.0599,0.9534,0.23507,0.27208,0.0013182,p00278
1.0092,0.94139,0.22134,0.85237,0.0017361,p00279
1.1411,0.93454,0.4447,0.43702,0.0027936,p00280
0.80201,1.1665,0.73477,0.46383,0.0013333,p00281
1.1631,0.81664,0.31182,0.41778,0.0025725,p00282
1.1097,1.1026,0.3254,0.1334,0.0014813,p00283
0.81443,1.0337,0.49208,0.88882,0.0016007,p00284
0.92639,1.1009,0.8308,0.86133,0.0022884,p00285
1.1148,1.1697,0.15346,0.26949,0.0016225,p00286
1.1364,0.86884,0.12942,0.6011,0.0029485,p00287
1.1406,1.0102,0.77019,0.80295,0.0021013,p00288
1.057,1.0182,0.38919,0.44276,0.002969,p00289
0.95978,1.0137,0.75264,0.20869,0.0027433,p00290
1.1166,0.8747,0.86851,0.70038,0.0028266,p00291
1.1558,0.85914,0.34725,0.2272,0.0014865,p00292
1.0018,1.112,0.4129,0.24358,0.0015954,p00293
0.93241,0.85505,0.2898,0.52839,0.002963,p00294
1.1375,1.1109,0.8625,0.5276,0.0011818,p00295
0.85256,0.99794,0.41905,0.57543,0.001967,p00296
0.91842,0.98305,0.8793,0.42169,0.0026778,p00297
0.88865,0.88441,0.35088,0.5427,0.0026978,p00298
0.91487,1.0454,0.22006,0.33479,0.0019967,p00299
0.87218,0.87531,0.10442,0.42881,0.0016663,p00300
1.1277,0.96093,0.53905,0.28904,0.0012693,p00301
0.90828,1.1064,0.30442,0.12768,0.0011991,p00302
1.01,0.92011,0.58706,0.83219,0.0019314,p00303
1.1264,1.0918,0.79125,0.54307,0.0012179,p00304
0.84115,0.89323,0.75489,0.34823,0.0021716,p00305
1.0804,1.0023,0.62883,0.21539,0.0024414,p00306
1.0836,1.147,0.68917,0.14368,0.0019177,p00307
1.1186,0.98347,0.83649,0.74015,0.001839,p00308
1.1948,0.87872,0.64331,0.88495,0.0029322,p00309
0.95768,0.90873,0.50214,0.35854,0.0022188,p00310
1.1479,1.1654,0.51685,0.38651,0.0015223,p00311
1.1737,1.0226,0.13763,0.41838,0.0019636,p00312
1.1778,0.89261,0.47394,0.77589,0.0011731,p00313
1.0552,1.1816,0.46144,0.41715,0.002283,p00314
0.88736,0.81684,0.23003,0.50972,0.0027889,p00315
0.91868,0.93912,0.60054,0.87531,0.0029076,p00316
0.86937,1.0519,0.10867,0.55959,0.0019426,p00317
1.1034,0.98878,0.14332,0.52522,0.0023198,p00318
1.1383,0.81505,0.14442,0.10213,0.0027574,p00319
1.1121,1.035,0.37108,0.65239,0.0019128,p00320
0.80756,1.1013,0.1546,0.88851,0.0022959,p00321
0.9171,1.0104,0.37233,0.42831,0.0017686,p00322
0.90868,1.0209,0.78214,0.67332,0.0029036,p00323
0.85376,1.192,0.4902,0.8651,0.0029386,p00324
0.93813,1.0271,0.68594,0.77342,0.0017208,p00325
0.97539,1.1728,0.20402,0.86952,0.0016925,p00326
0.99343,1.1427,0.19575,0.76791,0.0020089,p00327
0.92079,1.0174,0.74493,0.13424,0.0013701,p00328
1.1303,0.80329,0.741,0.57285,0.0018671,p00329
1.0233,0.93762,0.64579,0.32876,0.0027234,p00330
1.1764,1.0004,0.22654,0.66643,0.0011634,p00331
0.87333,0.85582,0.69798,0.86962,0.0010465,p00332
0.8754,0.92829,0.82495,0.62372,0.0015803,p00333
0.95208,1.1519,0.88914,0.81353,0.0022717,p00334
1.0786,0.93718,0.52382,0.25908,0.0011781,p00335
1.0752,0.88317,0.26018,0.38585,0.0011831,p00336
1.0908,1.1404,0.32554,0.37138,0.001355,p00337
0.8915,1.0181,0.42187,0.1665,0.0024937,p00338
1.191,0.96328,0.17975,0.28613,0.0024757,p00339
1.0604,0.9012,0.58255,0.30054,0.0013528,p00340
1.076,1.0425,0.82076,0.10829,0.0027791,p00341
1.1567,1.1506,0.3791,0.44635,0.002927,p00342
1.0906,0.80595,0.2903,0.22589,0.0023934,p00343
1.1445,1.1751,0.39975,0.58765,0.002317,p00344
1.1722,1.1931,0.31009,0.19194,0.0018356,p00345
0.93906,0.9513,0.1729,0.55239,0.0022933,p00346
0.89733,1.1998,0.65057,0.28707,0.0015045,p00347
1.1993,1.1506,0.37649,0.18932,0.0022462,p00348
0.85044,0.83734,0.21024,0.18013,0.0021158,p00349
0.84362,0.95554,0.33039,0.87663,0.0022228,p00350
0.88034,0.84864,0.33616,0.60633,0.0025053,p00351
1.0764,0.80277,0.8192,0.89132,0.0010319,p00352
1.1769,1.0003,0.70816,0.80654,0.0011414,p00353
1.1974,1.0823,0.8367,0.36473,0.0011446,p00354
1.0894,1.0919,0.2046,0.47513,0.0010173,p00355
1.1333,1.0856,0.891,0.62354,0.0029812,p00356
0.80373,0.88998,0.50772,0.27563,0.0027864,p00357
0.86537,1.1696,0.12035,0.57961,0.0016419,p00358
1.1348,1.024,0.39488,0.23775,0.0029795,p00359
0.8878,1.013,0.69428,0.77264,0.0012122,p00360
0.99199,0.88629,0.65031,0.84894,0.0027734,p00361
1.0875,1.1544,0.21047,0.44537,0.0015556,p00362
1.1103,1.0501,0.39448,0.41263,0.0016374,p00363
1.1983,1.1613,0.39724,0.32661,0.0019362,p00364
0.95431,0.92679,0.71219,0.78023,0.0019803,p00365
0.97264,1.1402,0.47329,0.80009,0.0012031,p00366
0.96792,1.0848,0.47797,0.83382,0.001902,p00367
0.95086,0.94656,0.28131,0.28454,0.0029906,p00368
1.134,0.90943,0.41365,0.72391,0.0010947,p00369
0.93705,1.0323,0.88674,0.57448,0.0025112,p00370
1.1837,0.82371,0.1311,0.71295,0.0020761,p00371
1.0459,1.0689,0.74527,0.74918,0.0018616,p00372
0.81851,0.97163,0.64317,0.11138,0.0028965,p00373
1.1161,0.90945,0.68415,0.34403,0.0023881,p00374
0.88506,1.0424,0.30283,0.35456,0.0025542,p00375
1.0705,0.80611,0.83046,0.32786,0.0011259,p00376
0.82876,0.92996,0.77635,0.10555,0.0010854,p00377
0.91426,1.1623,0.35118,0.668,0.0021997,p00378
1.0986,1.1165,0.46913,0.57575,0.0018272,p00379
0.89477,0.82296,0.39636,0.81876,0.0020797,p00380
1.1362,0.94964,0.65309,0.61243,0.0014145,p00381
0.96783,1.0685,0.30234,0.74019,0.002438,p00382
0.9048,1.0107,0.89961,0.22107,0.002003,p00383
0.85247,1.0201,0.58235,0.7737,0.0029965,p00384
1.0806,0.87577,0.4629,0.66603,0.0027151,p00385
0.89483,1.0614,0.44515,0.37757,0.0015006,p00386
1.0675,0.98394,0.35734,0.81515,0.0017765,p00387
0.80325,0.91776,0.11571,0.50854,0.0018562,p00388
1.1458,0.85554,0.2849,0.39221,0.0014094,p00389
1.0181,0.99011,0.20754,0.19457,0.0015489,p00390
1.1077,1.0392,0.61221,0.6915,0.0010404,p00391
1.0516,0.97978,0.52327,0.61772,0.0028832,p00392
0.82211,0.88267,0.39845,0.54381,0.0022018,p00393
0.82418,1.0442,0.66929,0.56734,0.0019306,p00394
0.90889,0.87869,0.59932,0.12609,0.00287,p00395
1.1225,0.83104,0.73019,0.6057,0.0024153,p00396
1.1241,1.0246,0.88111,0.84932,0.0027113,p00397
0.95067,1.0039,0.83003,0.77643,0.0029177,p00398
1.0964,1.0112,0.57693,0.4639,0.0015262,p00399
1.0761,0.93826,0.20827,0.20782,0.001775,p00400
0.80805,0.84365,0.56702,0.84972,0.0013849,p00401
1.1972,0.83993,0.3805,0.76523,0.0029403,p00402
0.93396,1.1805,0.72727,0.64898,0.002958,p00403
0.80629,0.95648,0.25499,0.89728,0.0029117,p00404
1.0232,1.1882,0.20937,0.25659,0.0018698,p00405
0.82349,1.0401,0.306,0.29421,0.0010375,p00406
1.172,0.81231,0.46031,0.65706,0.0013946,p00407
0.97386,0.99202,0.48147,0.78547,0.0029865,p00408
0.89142,0.86655,0.5226,0.4731,0.0020033,p00409
1.1396,0.97673,0.42071,0.85181,0.0010696,p00410
0.81299,1.0227,0.84611,0.77901,0.0021808,p00411
0.83852,0.98526,0.12903,0.34902,0.0013688,p00412
0.89536,0.89574,0.77105,0.78474,0.0022246,p00413
1.079,1.1469,0.26572,0.79076,0.0020891,p00414
1.0622,0.86194,0.41019,0.52701,0.0011867,p00415
0.86979,0.93384,0.75811,0.46973,0.0024752,p00416
0.99353,1.0678,0.37139,0.36386,0.0022471,p00417
1.055,0.8027,0.44374,0.1364,0.0029325,p00418
1.0608,0.87297,0.58529,0.67547,0.0017831,p00419
1.0251,0.98541,0.6486,0.37436,0.0021064,p00420
0.99243,1.0813,0.31868,0.17234,0.0017129,p00421
1.1886,1.1014,0.61586,0.33277,0.002042,p00422
1.0669,1.1748,0.12228,0.35206,0.0022836,p00423
1.022,0.82244,0.68167,0.37579,0.0014974,p00424
0.80152,1.1707,0.29863,0.31495,0.0029585,p00425
0.8924,0.89956,0.51327,0.20944,0.0027705,p00426
1.1464,1.0082,0.30526,0.23417,0.0022197,p00427
0.89008,1.1572,0.36591,0.35281,0.0021765,p00428
1.0574,0.89857,0.86128,0.60218,0.0020782,p00429
0.92999,0.80756,0.70764,0.76874,0.0015599,p00430
0.92231,0.88058,0.66342,0.72611,0.0019448,p00431
1.1611,1.0674,0.10505,0.23372,0.0012837,p00432
1.1732,1.0294,0.7205,0.2768,0.0019089,p00433
0.93509,0.92081,0.37613,0.20986,0.0029668,p00434
0.92968,1.0856,0.104,0.11019,0.0010365,p00435
0.93657,0.97384,0.28727,0.78457,0.0029941,p00436
0.83132,0.88672,0.24771,0.32004,0.0028284,p00437
0.8091,0.88525,0.57358,0.70768,0.0024943,p00438
0.83382,0.94924,0.11266,0.45253,0.0024848,p00439
0.86902,1.1345,0.16446,0.57595,0.0029315,p00440
1.1342,0.85115,0.21883,0.72553,0.0029013,p00441
0.82084,0.82226,0.6713,0.26792,0.0015192,p00442
1.0541,1.0571,0.28962,0.69428,0.0026684,p00443
1.0448,1.047,0.6722,0.39547,0.0026465,p00444
0.95172,0.93593,0.89702,0.76176,0.0027945,p00445
0.87707,1.1037,0.66761,0.56703,0.0010321,p00446
0.92789,0.80984,0.37557,0.4867,0.0029397,p00447
1.0246,1.0096,0.82293,0.62714,0.0024482,p00448
1.0748,1.1379,0.29581,0.51797,0.0016641,p00449
0.83731,1.0254,0.20161,0.12524,0.0020562,p00450
1.0433,1.1501,0.63851,0.34419,0.0012572,p00451
1.1623,1.1602,0.84416,0.89992,0.0021989,p00452
0.88635,0.82599,0.54699,0.8088,0.0015499,p00453
1.1512,0.85763,0.16594,0.74773,0.0013157,p00454
0.84983,1.0714,0.13212,0.64628,0.0018223,p00455
0.99286,0.94133,0.32445,0.24614,0.0014143,p00456
1.0428,1.0688,0.23277,0.81186,0.001781,p00457
0.81956,0.83273,0.59345,0.47767,0.0021264,p00458
0.93969,1.1992,0.24606,0.83636,0.0013942,p00459
0.91549,0.96317,0.29997,0.85055,0.0018578,p00460
1.0363,0.81881,0.63933,0.4356,0.0014749,p00461
1.0328,1.1086,0.28002,0.57855,0.0015122,p00462
0.8326,1.0596,0.1243,0.25893,0.0019166,p00463
1.0346,1.0476,0.46173,0.11317,0.0010799,p00464
1.1163,0.83008,0.23945,0.16512,0.0021851,p00465
0.84961,0.95251,0.48323,0.67231,0.0023261,p00466
