wind_speed,swr,mixing/coef_mix_hyp,mixing/coef_mix_KH,meteorology/ch,par_id
0.80213,0.89048,0.39914,0.85489,0.0012821,p0118
1.1064,0.82514,0.21137,0.84839,0.0012632,p0119
0.92386,0.93433,0.53033,0.41527,0.0022474,p0120
1.1139,0.9579,0.45959,0.77926,0.0013237,p0121
1.0142,1.1143,0.65844,0.46147,0.0016784,p0122
1.0186,1.1922,0.50034,0.51476,0.0012046,p0123
0.80939,1.0564,0.11664,0.76927,0.0023851,p0124
0.92359,0.97351,0.34791,0.8297,0.0017906,p0125
0.86534,0.94912,0.34379,0.35347,0.0022807,p0126
0.86973,0.84431,0.65677,0.44678,0.0014106,p0127
0.94588,0.96948,0.38418,0.24386,0.0027287,p0128
1.0933,0.84502,0.38543,0.35595,0.0012069,p0129
0.8222,0.82965,0.6026,0.67998,0.0029507,p0130
0.80917,1.1681,0.73793,0.72144,0.0012947,p0131
1.1727,0.82372,0.49743,0.17645,0.001092,p0132
0.87012,0.88918,0.44929,0.66643,0.0013825,p0133
1.1923,0.86161,0.41162,0.46067,0.0026088,p0134
1.1161,0.81276,0.26916,0.77837,0.0016172,p0135
0.9621,1.0696,0.66,0.64949,0.0019571,p0136
1.0297,0.81572,0.36177,0.21316,0.0020342,p0137
0.91755,0.95494,0.40333,0.45178,0.0015689,p0138
1.0856,1.093,0.71634,0.39191,0.002038,p0139
0.80511,0.92434,0.51138,0.43365,0.002164,p0140
1.0436,0.94655,0.61876,0.78492,0.0027308,p0141
0.99533,1.1936,0.29792,0.25061,0.0012776,p0142
1.1402,0.85465,0.81938,0.48775,0.0028741,p0143
1.0886,0.93749,0.60319,0.34738,0.0014712,p0144
0.92966,0.83256,0.17,0.20896,0.0019743,p0145
1.0052,1.082,0.70492,0.30772,0.0010272,p0146
0.97597,1.0891,0.6525,0.60746,0.0026841,p0147
1.1366,1.0687,0.3096,0.5405,0.0015462,p0148
1.0639,0.92542,0.10039,0.498,0.0012968,p0149
1.0035,0.81116,0.39841,0.34877,0.0024895,p0150
0.85169,1.1371,0.61207,0.57352,0.0029174,p0151
1.0176,1.1622,0.11312,0.62823,0.0013911,p0152
1.0243,1.1522,0.28043,0.8346,0.0023764,p0153
1.0171,0.90618,0.58495,0.46292,0.0013438,p0154
1.0791,0.85917,0.85818,0.89542,0.0011961,p0155
1.1779,1.0671,0.26879,0.65678,0.0014701,p0156
0.89533,1.149,0.1171,0.1899,0.0010122,p0157
1.0517,1.0463,0.88437,0.17925,0.0011213,p0158
1.1966,0.86288,0.56943,0.52856,0.0017802,p0159
1.1009,0.9031,0.53985,0.72815,0.0016331,p0160
1.0619,0.96784,0.54014,0.53747,0.0020301,p0161
0.88887,0.81992,0.49314,0.3628,0.0020009,p0162
0.85249,1.0382,0.617,0.15398,0.0025462,p0163
1.1025,1.1864,0.10976,0.63932,0.0018106,p0164
0.98427,1.1547,0.60585,0.73696,0.0016219,p0165
1.0013,1.001,0.61639,0.58454,0.0028349,p0166
1.1493,0.89842,0.13803,0.1579,0.0012683,p0167
1.1644,0.87186,0.10595,0.19072,0.0028652,p0168
0.90727,1.0409,0.51302,0.69536,0.0010216,p0169
0.86583,0.88028,0.2824,0.26359,0.0022485,p0170
0.85106,0.84473,0.76566,0.43165,0.0017989,p0171
1.1361,0.8834,0.36832,0.62297,0.0020587,p0172
1.1961,0.9367,0.30911,0.6821,0.0014369,p0173
0.89369,0.94071,0.59114,0.6355,0.0029873,p0174
0.94926,0.93952,0.46175,0.41691,0.0029096,p0175
0.88911,0.91849,0.25198,0.15993,0.002688,p0176
1.111,0.83761,0.46094,0.83005,0.0026145,p0177
1.1083,1.0045,0.10512,0.79067,0.0024487,p0178
1.154,0.81482,0.19646,0.2347,0.0016608,p0179
1.0076,0.97097,0.4472,0.89321,0.0012854,p0180
1.1672,0.81784,0.10383,0.34367,0.0025423,p0181
1.135,1.0752,0.52807,0.5315,0.002593,p0182
1.009,0.88638,0.44185,0.39906,0.0012553,p0183
1.0256,0.98478,0.33552,0.32297,0.0027619,p0184
0.951,1.1807,0.29477,0.45598,0.0016132,p0185
0.99404,1.1562,0.34694,0.43382,0.00131,p0186
1.121,1.1026,0.71931,0.46262,0.0018257,p0187
0.80204,1.0988,0.32078,0.84806,0.0027907,p0188
0.84253,0.92705,0.43563,0.26843,0.0017792,p0189
1.105,1.1722,0.56546,0.21499,0.0010081,p0190
1.0596,1.1939,0.12241,0.33471,0.0017529,p0191
1.1937,1.0806,0.16623,0.62346,0.0025642,p0192
1.0962,0.96699,0.70101,0.43728,0.0012695,p0193
1.0943,1.18,0.35212,0.64802,0.0018522,p0194
0.8304,0.84648,0.36884,0.13313,0.0025627,p0195
1.133,0.99949,0.13934,0.70149,0.001867,p0196
0.84288,0.95602,0.12959,0.8708,0.0019675,p0197
0.94656,0.83061,0.57348,0.18234,0.0022104,p0198
1.0861,0.87446,0.70073,0.6269,0.0027679,p0199
1.0684,1.0981,0.69583,0.87739,0.0022497,p0200
0.80545,1.1735,0.51502,0.11323,0.0017538,p0201
1.1555,0.97658,0.2991,0.30825,0.0014662,p0202
1.1411,1.1774,0.51449,0.26875,0.0015623,p0203
0.89016,1.0639,0.88394,0.56258,0.0021622,p0204
1.1987,1.1412,0.17729,0.70003,0.0015173,p0205
1.1939,0.93351,0.33299,0.22403,0.0024166,p0206
1.1097,0.96994,0.69899,0.19541,0.0026577,p0207
1.1124,1.0718,0.65587,0.54792,0.0022248,p0208
1.088,0.95552,0.34996,0.29781,0.001315,p0209
0.97968,0.9354,0.70192,0.20967,0.0017098,p0210
1.1856,0.84118,0.51566,0.75027,0.0012607,p0211
0.97719,0.97897,0.22326,0.39236,0.0014586,p0212
1.092,1.0974,0.67334,0.71858,0.0023905,p0213
1.0747,1.121,0.65799,0.63758,0.0019913,p0214
0.92719,0.80026,0.54213,0.45081,0.0025428,p0215
1.0479,1.0421,0.74873,0.2307,0.001403,p0216
0.82999,1.1553,0.72192,0.58954,0.0011938,p0217
0.90904,0.92844,0.34611,0.74382,0.0015842,p0218
0.80895,1.1554,0.80922,0.82411,0.001708,p0219
1.1264,1.0509,0.56137,0.13969,0.0011919,p0220
1.15,0.85976,0.62471,0.31699,0.0026375,p0221
0.94106,0.86674,0.81584,0.53692,0.0022081,p0222
1.0036,1.0855,0.27075,0.47017,0.0026938,p0223
1.1845,1.0198,0.81087,0.82052,0.0025975,p0224
1.0672,1.1238,0.24095,0.52233,0.0025397,p0225
1.1074,1.1884,0.79066,0.73429,0.0025501,p0226
0.83258,1.1344,0.53799,0.2407,0.0018728,p0227
0.83119,1.0205,0.68264,0.12931,0.0024009,p0228
0.98764,0.89895,0.36755,0.83719,0.0026696,p0229
1.174,0.99388,0.30868,0.79677,0.0028626,p0230
0.96052,1.0476,0.40817,0.32043,0.0021249,p0231
1.0419,0.97429,0.7545,0.12166,0.0025298,p0232
1.0593,1.174,0.296,0.58272,0.0012721,p0233
0.91083,0.87981,0.76402,0.84756,0.0015299,p0234
1.0652,1.1321,0.6339,0.18646,0.0019282,p0235
1.1163,1.0446,0.22451,0.71241,0.0027563,p0236
0.94089,1.1103,0.81462,0.41742,0.0012895,p0237
1.0749,0.80788,0.43126,0.62477,0.0016278,p0238
0.98491,0.83994,0.44581,0.81307,0.0020724,p0239
0.94836,0.80672,0.49188,0.65222,0.0027963,p0240
0.87982,1.0374,0.32736,0.76302,0.0016778,p0241
1.066,0.88325,0.59852,0.2294,0.0026171,p0242
1.1516,1.1298,0.19062,0.48727,0.0010684,p0243
1.1879,1.1531,0.49842,0.65277,0.002453,p0244
0.87225,0.90627,0.73976,0.13023,0.0014101,p0245
1.0683,1.0277,0.72396,0.66201,0.0022061,p0246
0.81184,1.0762,0.22732,0.75738,0.0021861,p0247
1.0918,1.0539,0.82108,0.34712,0.0016734,p0248
0.89436,0.83312,0.80023,0.47103,0.0027705,p0249
0.95731,0.868,0.66813,0.60473,0.0025744,p0250
1.0113,1.1251,0.41697,0.7935,0.0010406,p0251
1.1441,1.0621,0.2045,0.57243,0.0019964,p0252
0.84426,1.1826,0.70012,0.30684,0.0012181,p0253
0.98567,0.97879,0.61839,0.66814,0.0016202,p0254
1.0465,0.95346,0.68008,0.58789,0.0023594,p0255
1.089,1.0743,0.4293,0.44756,0.0023196,p0256
1.0591,0.98011,0.33035,0.8557,0.0023835,p0257
1.0359,1.1819,0.24946,0.64385,0.0025764,p0258
1.0814,1.0662,0.30599,0.65957,0.0018686,p0259
1.1882,1.1084,0.78069,0.38559,0.0014482,p0260
1.0969,0.83122,0.14611,0.84103,0.0017825,p0261
0.80708,1.0839,0.24503,0.49488,0.0012998,p0262
1.1993,0.9141,0.63036,0.2271,0.0026589,p0263
1.0774,0.96941,0.52212,0.18464,0.0023695,p0264
1.0491,0.90023,0.71214,0.35511,0.0010392,p0265
1.0558,0.87663,0.29396,0.2587,0.0015342,p0266
1.061,1.1986,0.41602,0.18831,0.0012907,p0267
1.1976,0.96662,0.62138,0.28244,0.0012731,p0268
1.0893,1.1311,0.23772,0.71323,0.0012241,p0269
0.88932,0.87777,0.83725,0.37893,0.0022695,p0270
0.99709,1.1461,0.69301,0.20023,0.0010558,p0271
0.95112,0.96512,0.14347,0.67641,0.0014446,p0272
0.80039,1.1784,0.87276,0.89081,0.0011909,p0273
0.92253,0.93858,0.1674,0.83136,0.0011971,p0274
1.1786,0.90196,0.35258,0.71092,0.0024953,p0275
1.009,0.92689,0.8827,0.72982,0.0025488,p0276
0.96558,1.1925,0.59646,0.58997,0.0024939,p0277
0.88241,1.1406,0.48339,0.72087,0.0010466,p0278
1.0721,0.85223,0.19546,0.83034,0.0011839,p0279
1.0931,0.97863,0.55973,0.80064,0.0021934,p0280
1.1956,0.9744,0.26659,0.38248,0.0021101,p0281
0.82989,1.1059,0.70552,0.17786,0.0016918,p0282
1.0842,0.9495,0.43717,0.44442,0.0029065,p0283
0.85554,1.0898,0.32208,0.37152,0.0027946,p0284
0.97769,0.91053,0.41727,0.49435,0.0025316,p0285
0.89737,0.91698,0.63935,0.80119,0.0020438,p0286
0.94175,1.0342,0.33686,0.41824,0.001013,p0287
0.9508,1.1762,0.43199,0.62735,0.0026525,p0288
1.0554,0.91995,0.32026,0.62845,0.0024185,p0289
0.87261,1.19,0.18378,0.83111,0.0012328,p0290
1.0632,0.84898,0.23561,0.85917,0.0022621,p0291
0.86599,1.135,0.41254,0.22802,0.0019878,p0292
0.81282,1.0499,0.59549,0.28939,0.0028042,p0293
0.8828,1.0047,0.38732,0.82832,0.0010351,p0294
0.83817,0.82452,0.85577,0.78676,0.0024473,p0295
0.89051,0.97162,0.28379,0.29407,0.0011848,p0296
1.0332,1.0614,0.86538,0.71467,0.0026018,p0297
1.1829,1.0905,0.60357,0.48355,0.0028438,p0298
0.94253,1.164,0.56745,0.51507,0.0021902,p0299
1.0613,1.1639,0.70607,0.16812,0.0020794,p0300
1.0199,0.96475,0.80146,0.21616,0.0028206,p0301
0.88714,1.1791,0.39329,0.88575,0.001496,p0302
1.0136,1.193,0.80542,0.68741,0.0021005,p0303
0.88502,1.0921,0.76806,0.53725,0.0013618,p0304
1.0641,1.0804,0.62533,0.86003,0.002747,p0305
0.81064,1.0516,0.41907,0.35017,0.0025577,p0306
0.88618,0.8156,0.18107,0.16955,0.0028906,p0307
1.0246,0.93252,0.46742,0.43092,0.0020784,p0308
1.1692,1.1896,0.82343,0.18062,0.0021445,p0309
0.97479,0.80509,0.71575,0.42831,0.001298,p0310
0.99061,1.1201,0.8895,0.39558,0.0025447,p0311
1.1688,1.0098,0.87739,0.21882,0.0025281,p0312
0.96949,1.0042,0.1941,0.60277,0.0026516,p0313
0.87641,1.1575,0.77529,0.37849,0.0027104,p0314
1.1077,0.90483,0.59599,0.32727,0.0018411,p0315
0.81781,1.0395,0.87285,0.40037,0.0020185,p0316
0.86232,1.1676,0.17682,0.13808,0.0015031,p0317
1.1317,0.94663,0.56191,0.6168,0.0011903,p0318
0.81111,1.006,0.58013,0.27745,0.0020763,p0319
0.94452,1.1078,0.54075,0.59499,0.0010674,p0320
0.94014,1.1095,0.50993,0.35647,0.0018634,p0321
1.0401,1.0112,0.47918,0.17299,0.0019516,p0322
0.84523,1.0115,0.46632,0.82417,0.0015503,p0323
0.95503,1.0895,0.45064,0.41133,0.0021669,p0324
1.1539,0.88853,0.3555,0.26075,0.0026401,p0325
0.85005,1.0253,0.49206,0.38107,0.002872,p0326
1.1449,1.0823,0.22041,0.27915,0.0027232,p0327
1.0444,1.1799,0.70744,0.17397,0.0011456,p0328
0.96736,1.1463,0.729,0.46676,0.0012416,p0329
0.8083,1.1634,0.20323,0.60133,0.0029529,p0330
0.87728,0.8997,0.33915,0.66237,0.0013584,p0331
1.1053,0.81015,0.56477,0.72194,0.0013891,p0332
1.1583,0.97711,0.64709,0.29753,0.0026992,p0333
1.0146,0.89238,0.28082,0.79519,0.0025945,p0334
1.1298,1.0925,0.26603,0.61161,0.0025595,p0335
1.0905,1.0779,0.30263,0.43148,0.0019439,p0336
1.1585,1.0956,0.44467,0.2233,0.0021068,p0337
0.90564,0.96152,0.20086,0.39169,0.0015988,p0338
0.91003,1.0391,0.55007,0.6847,0.0011023,p0339
1.1551,0.94175,0.56407,0.59184,0.0026044,p0340
1.1325,0.80398,0.10841,0.6904,0.0015522,p0341
1.0033,0.87344,0.74275,0.75609,0.0029143,p0342
0.94045,0.80685,0.1528,0.49529,0.0022795,p0343
0.89459,0.89964,0.86712,0.45225,0.0029276,p0344
1.1034,1.1748,0.68618,0.7254,0.0022046,p0345
0.85984,0.8006,0.29246,0.57091,0.0025159,p0346
1.1452,1.0152,0.28308,0.89197,0.0021569,p0347
1.0399,0.9195,0.10454,0.45561,0.0029235,p0348
0.88304,0.89736,0.56987,0.89723,0.0013516,p0349
1.1026,1.0884,0.69529,0.26221,0.0013574,p0350
1.1379,0.8106,0.3423,0.29199,0.0017395,p0351
1.0116,1.0261,0.6886,0.69795,0.002359,p0352
1.1952,1.1119,0.86316,0.66148,0.0017209,p0353
1.0647,0.93314,0.6992,0.74514,0.0027294,p0354
0.98032,1.0169,0.11417,0.54081,0.0018319,p0355
1.1038,0.80431,0.88506,0.77343,0.0029651,p0356
1.0693,0.89411,0.44457,0.29907,0.0021812,p0357
0.97033,0.80067,0.29839,0.29539,0.0022935,p0358
0.89766,0.85133,0.58896,0.41051,0.0025095,p0359
1.1391,0.9868,0.82824,0.17264,0.0023875,p0360
0.97926,0.94268,0.46715,0.40446,0.0029354,p0361
0.91831,0.83192,0.70199,0.73535,0.001532,p0362
0.93968,0.88043,0.86932,0.13109,0.0027036,p0363
1.0267,1.08,0.48151,0.59744,0.0020312,p0364
0.99793,0.82871,0.35466,0.53238,0.00284,p0365
0.8627,0.90134,0.80483,0.3656,0.002893,p0366
1.1843,1.0097,0.24061,0.66798,0.00184,p0367
0.93646,1.0493,0.37642,0.75249,0.0010806,p0368
1.0971,1.1399,0.57241,0.30836,0.0010974,p0369
1.05,0.99015,0.40721,0.54381,0.0029489,p0370
1.1306,0.82838,0.49606,0.22201,0.0024808,p0371
0.9074,0.85244,0.88753,0.41262,0.0014801,p0372
1.0619,0.93932,0.57622,0.40429,0.0016663,p0373
0.8216,1.0335,0.17635,0.45356,0.0016394,p0374
1.11,1.0782,0.63991,0.33853,0.0029689,p0375
1.1991,1.0171,0.81312,0.12084,0.0023713,p0376
0.92574,1.1345,0.68927,0.82017,0.0011315,p0377
1.1669,1.1685,0.87996,0.11856,0.0029631,p0378
1.1059,1.0223,0.49824,0.50142,0.0024583,p0379
1.0496,1.1872,0.15865,0.72393,0.001099,p0380
1.0427,0.93389,0.30443,0.25484,0.0017182,p0381
1.0513,1.045,0.76544,0.63848,0.0015238,p0382
1.1741,0.91296,0.35068,0.18586,0.0022131,p0383
1.1485,0.91932,0.79005,0.3763,0.0028527,p0384
0.83925,0.89908,0.50511,0.39992,0.0011557,p0385
1.0131,0.96318,0.33771,0.73172,0.0012422,p0386
0.93367,0.90739,0.63561,0.70074,0.0022312,p0387
0.84701,0.9792,0.61027,0.83319,0.0010758,p0388
0.85093,1.0684,0.21569,0.43859,0.0016737,p0389
0.83561,1.0236,0.17673,0.63793,0.001238,p0390
0.89387,0.92299,0.66833,0.48229,0.0017752,p0391
0.91177,0.87432,0.41958,0.57797,0.002752,p0392
0.93754,0.90036,0.23924,0.26758,0.0029908,p0393
1.117,0.81541,0.55167,0.48143,0.0021074,p0394
1.1044,0.82654,0.53276,0.16687,0.00122,p0395
0.84395,1.0178,0.75732,0.80825,0.0019592,p0396
0.97894,1.1971,0.66042,0.11046,0.0024448,p0397
0.84615,0.93179,0.69001,0.28514,0.0020477,p0398
1.044,1.1402,0.71992,0.89216,0.0016162,p0399
0.95976,1.0733,0.70354,0.85121,0.0014927,p0400
1.1636,0.87515,0.89253,0.20111,0.0023082,p0401
0.85422,1.1885,0.40171,0.38681,0.0026495,p0402
1.1221,1.1281,0.55085,0.49746,0.0018705,p0403
1.1155,0.87201,0.72945,0.4103,0.0021625,p0404
1.1743,1.0837,0.71742,0.61829,0.0025876,p0405
1.1702,1.0802,0.30391,0.52999,0.0013938,p0406
0.9372,0.92469,0.6108,0.29054,0.0010655,p0407
1.1909,0.98982,0.80669,0.7102,0.0022976,p0408
1.1648,0.87298,0.60457,0.49977,0.0024252,p0409
0.94139,0.92551,0.18274,0.33451,0.0025355,p0410
0.91578,0.8786,0.41279,0.43661,0.0015163,p0411
1.1063,1.0096,0.15996,0.49915,0.0018902,p0412
1.054,0.92112,0.68961,0.65367,0.001983,p0413
1.0815,1.0465,0.60412,0.41092,0.0025909,p0414
1.0269,1.1598,0.58427,0.6414,0.0022406,p0415
0.91657,0.99831,0.44078,0.31681,0.0014557,p0416
1.1921,1.1751,0.32646,0.67177,0.0012255,p0417
1.1076,0.82818,0.40854,0.88155,0.0011764,p0418
0.91067,1.1335,0.8069,0.31103,0.0015731,p0419
0.89288,1.0125,0.73869,0.48325,0.0020228,p0420
0.84263,1.1828,0.21614,0.78055,0.0029376,p0421
1.1227,0.99987,0.52678,0.8254,0.0020246,p0422
0.88777,1.0833,0.79833,0.2887,0.0020447,p0423
0.85477,1.0132,0.82087,0.56686,0.0025264,p0424
1.1995,1.026,0.89759,0.26175,0.0024144,p0425
0.82037,0.98263,0.81747,0.65835,0.0028074,p0426
1.1593,1.1028,0.18683,0.58859,0.0015612,p0427
0.98295,1.0953,0.73595,0.38309,0.0019081,p0428
1.1633,1.0611,0.64359,0.42499,0.0020806,p0429
1.0373,1.05,0.50443,0.73974,0.0025027,p0430
0.98393,0.97421,0.5947,0.52564,0.0015885,p0431
0.93293,1.1475,0.83289,0.85957,0.0012159,p0432
0.82285,1.0731,0.16058,0.64015,0.0015637,p0433
1.1454,0.86295,0.3518,0.67294,0.0020573,p0434
1.06,1.1996,0.8496,0.15241,0.0022366,p0435
0.81675,0.92147,0.36397,0.15817,0.0029985,p0436
0.82293,0.86952,0.28846,0.53982,0.0014904,p0437
1.0318,1.0461,0.18213,0.85598,0.0019839,p0438
1.0047,1.1042,0.18763,0.89906,0.0011635,p0439
0.95435,0.83825,0.338,0.10247,0.0013815,p0440
1.0609,1.1664,0.46462,0.25665,0.0025833,p0441
0.95773,1.1546,0.13059,0.2435,0.0011549,p0442
1.0542,1.0534,0.76836,0.57162,0.0018019,p0443
1.1768,0.8907,0.34604,0.10786,0.0016402,p0444
0.84744,0.98243,0.74669,0.14284,0.0024584,p0445
1.0008,0.95819,0.171,0.21805,0.0027599,p0446
1.1985,1.0565,0.80069,0.70928,0.0025013,p0447
0.86715,1.0862,0.30747,0.22595,0.0010956,p0448
0.92379,0.84462,0.66613,0.51308,0.00156,p0449
1.0998,1.046,0.89855,0.45876,0.0027241,p0450
0.96386,0.91374,0.46141,0.11143,0.0018192,p0451
0.88603,1.0159,0.46209,0.72911,0.0010785,p0452
0.81925,1.0928,0.16836,0.39927,0.001854,p0453
1.1216,1.1778,0.75718,0.81592,0.0023185,p0454
1.096,1.0682,0.79875,0.52354,0.0012646,p0455
0.99848,1.0367,0.31142,0.48878,0.0026762,p0456
1.0388,0.9321,0.88799,0.67878,0.0028393,p0457
0.85435,1.0773,0.24418,0.52472,0.0014945,p0458
1.0914,0.91736,0.5123,0.5793,0.0017963,p0459
0.812,0.91197,0.70159,0.74783,0.0010867,p0460
1.0195,1.1832,0.81983,0.40917,0.0027083,p0461
1.0354,1.0935,0.77564,0.52039,0.002491,p0462
0.82201,1.0215,0.61447,0.22172,0.0014758,p0463
1.1131,0.94999,0.28004,0.5634,0.0016374,p0464
0.90667,1.0757,0.8893,0.13914,0.0018219,p0465
0.9349,0.90181,0.58053,0.61309,0.0026556,p0466
1.1918,1.1318,0.84244,0.88978,0.0026917,p0467
