wind_speed,swr,mixing/coef_mix_hyp,mixing/coef_mix_KH,meteorology/ch,par_id
0.8635,1.0479,0.16543,0.17575,0.0022953,p00193
1.0629,0.89428,0.76185,0.65035,0.0017237,p00194
0.93354,1.1683,0.66729,0.75517,0.0023487,p00195
1.1231,0.80678,0.47589,0.5139,0.0029232,p00196
0.98375,1.0578,0.21792,0.34562,0.0029313,p00197
0.87269,1.006,0.7449,0.66972,0.002249,p00198
0.83996,1.0558,0.5335,0.76899,0.0012513,p00199
0.89306,1.1902,0.44766,0.2274,0.0028899,p00200
1.07,0.91756,0.46502,0.43473,0.0011232,p00201
0.99218,0.85743,0.85554,0.35038,0.0025898,p00202
1.1373,0.96652,0.51797,0.27186,0.0013585,p00203
0.84323,0.94185,0.87376,0.28693,0.0012171,p00204
0.98766,1.1466,0.62665,0.65606,0.001225,p00205
0.96569,0.82439,0.52777,0.67735,0.0015519,p00206
0.88116,0.89842,0.69714,0.25734,0.0023345,p00207
0.87547,1.1241,0.42508,0.75276,0.0017943,p00208
0.94407,0.84049,0.59126,0.23855,0.0010351,p00209
1.0286,0.88755,0.23171,0.11691,0.0020136,p00210
1.1572,1.0775,0.2451,0.49321,0.0018285,p00211
0.91104,1.1582,0.79422,0.60003,0.0019943,p00212
0.89446,1.1067,0.80382,0.80939,0.0016949,p00213
1.0607,1.0851,0.45101,0.87405,0.0028314,p00214
1.0941,0.86963,0.68117,0.16202,0.0017302,p00215
1.0356,0.82898,0.68391,0.56458,0.0018607,p00216
1.0835,1.1572,0.2194,0.85807,0.0023612,p00217
0.95476,0.99468,0.87815,0.73907,0.0024354,p00218
1.063,0.87239,0.44715,0.43686,0.0029353,p00219
1.1203,1.0561,0.84678,0.83007,0.0028706,p00220
0.83785,1.0708,0.37644,0.20945,0.0019569,p00221
0.92449,1.1007,0.86753,0.1407,0.0013514,p00222
0.80584,0.84224,0.40401,0.14578,0.0018559,p00223
1.1063,0.94274,0.44438,0.49628,0.0027828,p00224
0.82578,1.0564,0.42015,0.67771,0.0011354,p00225
1.0113,0.86309,0.52063,0.40645,0.00122,p00226
1.0921,1.1839,0.30876,0.38121,0.0021089,p00227
0.9065,1.0372,0.87831,0.54418,0.001941,p00228
0.90368,1.1473,0.46606,0.46465,0.0026946,p00229
1.1522,0.81735,0.46997,0.70539,0.0020601,p00230
0.82821,0.93537,0.82979,0.67972,0.0014017,p00231
0.96033,1.1334,0.20371,0.57129,0.0010006,p00232
0.99063,0.88365,0.8943,0.79239,0.0014668,p00233
0.91781,1.0798,0.21098,0.77987,0.0023162,p00234
1.168,0.90231,0.38622,0.24165,0.0020043,p00235
0.87309,0.9415,0.31576,0.15881,0.0016587,p00236
0.83183,1.1905,0.4332,0.36705,0.0024209,p00237
1.1873,0.81122,0.86979,0.72439,0.0027642,p00238
1.1948,0.92885,0.52868,0.21667,0.0026849,p00239
0.80226,0.83395,0.11806,0.51269,0.0020847,p00240
1.1628,1.1664,0.51135,0.59443,0.0019385,p00241
1.1464,1.0223,0.72433,0.15949,0.001682,p00242
0.97331,0.94619,0.47467,0.2708,0.0015249,p00243
1.0863,1.0121,0.7535,0.54703,0.0021164,p00244
0.98511,0.91602,0.6488,0.24587,0.0023599,p00245
1.0047,0.92264,0.8215,0.31135,0.0015953,p00246
0.90183,0.89917,0.33988,0.50619,0.0015371,p00247
0.99519,0.89175,0.58914,0.79289,0.0021554,p00248
0.98627,0.807,0.71945,0.33986,0.0025045,p00249
0.95237,1.015,0.58565,0.54581,0.0016282,p00250
0.94361,1.0008,0.22269,0.25488,0.0025503,p00251
0.82839,1.1963,0.44271,0.79768,0.0011371,p00252
1.058,1.1577,0.50037,0.62514,0.0014584,p00253
1.1326,1.0411,0.75054,0.20052,0.0012615,p00254
1.1655,0.84456,0.66457,0.44704,0.0022524,p00255
1.0083,0.8071,0.37218,0.66858,0.0021496,p00256
1.196,1.1883,0.68882,0.82779,0.0014495,p00257
1.0996,1.0462,0.15579,0.75002,0.0011827,p00258
1.0124,1.1197,0.15142,0.52404,0.0027634,p00259
1.1908,0.93173,0.77282,0.86733,0.0015746,p00260
1.0748,0.80758,0.3226,0.89774,0.0025222,p00261
0.94125,0.94947,0.40427,0.42028,0.0023826,p00262
1.1802,0.92573,0.59825,0.50968,0.0025213,p00263
1.0668,1.1926,0.43415,0.1741,0.0017761,p00264
1.1455,1.1711,0.53162,0.52304,0.0012189,p00265
1.0418,1.1124,0.61755,0.64536,0.0022042,p00266
1.1098,0.90972,0.3388,0.73574,0.0010701,p00267
0.97992,0.92022,0.66494,0.34009,0.0024084,p00268
1.1084,1.0355,0.46158,0.60264,0.0020827,p00269
0.99171,1.1229,0.62071,0.75848,0.0029051,p00270
1.1148,1.0042,0.19347,0.85249,0.0014986,p00271
1.1875,0.84817,0.16676,0.55195,0.0018254,p00272
0.94155,1.0311,0.79806,0.66333,0.0028,p00273
0.82544,1.0272,0.39621,0.78974,0.0024219,p00274
0.85133,1.0023,0.79742,0.17502,0.0012331,p00275
0.99844,0.80987,0.32672,0.22005,0.0028338,p00276
0.9549,0.91203,0.3885,0.32836,0.001425,p00277
0.88343,1.0692,0.25926,0.47997,0.0025351,p00278
1.0757,0.85551,0.20627,0.80334,0.0027058,p00279
1.02,1.1764,0.62568,0.39456,0.0021743,p00280
0.81654,1.0505,0.51278,0.35912,0.0018069,p00281
1.1541,0.82688,0.63325,0.20651,0.0011198,p00282
0.96357,1.1294,0.66323,0.63544,0.0021969,p00283
1.1713,0.87324,0.53548,0.76477,0.0022867,p00284
0.88357,0.83874,0.24082,0.31308,0.0020296,p00285
1.0465,1.1715,0.57886,0.74141,0.0025902,p00286
0.96668,0.98276,0.85966,0.84706,0.0028471,p00287
0.88945,1.1529,0.52708,0.23287,0.0029036,p00288
1.049,1.0848,0.25006,0.34835,0.0024184,p00289
1.0596,0.83318,0.82832,0.83075,0.0021873,p00290
0.94328,1.1372,0.12619,0.88176,0.002635,p00291
1.0132,1.188,0.39824,0.57745,0.0021046,p00292
0.92032,1.0843,0.41968,0.6896,0.0029267,p00293
1.0928,1.0053,0.45192,0.31275,0.0024971,p00294
1.0827,1.0131,0.39568,0.84362,0.0024333,p00295
0.83707,0.82936,0.89537,0.88695,0.00109,p00296
1.1693,1.1535,0.44392,0.59555,0.0012318,p00297
1.0476,0.99995,0.37745,0.72268,0.0022381,p00298
0.83427,1.1367,0.508,0.28839,0.0028435,p00299
1.0421,0.95324,0.71876,0.85613,0.0014837,p00300
1.0121,1.0778,0.19183,0.19903,0.0012611,p00301
1.0635,1.1012,0.60287,0.59665,0.0025347,p00302
0.8963,1.019,0.8914,0.86606,0.0027424,p00303
0.96217,1.0113,0.29302,0.22706,0.0027413,p00304
0.85717,0.95705,0.18068,0.85163,0.0016354,p00305
0.89107,1.0584,0.27109,0.82966,0.0021095,p00306
0.81611,0.88244,0.42445,0.78098,0.0013962,p00307
1.1769,1.139,0.32293,0.37838,0.0018668,p00308
1.1968,1.0095,0.32934,0.47616,0.0027386,p00309
0.90789,1.1906,0.40439,0.86041,0.0016532,p00310
0.81865,1.0174,0.52036,0.77661,0.0019477,p00311
1.1973,0.93378,0.24276,0.65545,0.001457,p00312
0.81119,0.98593,0.46488,0.79641,0.0011586,p00313
0.88303,1.0544,0.77926,0.87445,0.0022202,p00314
0.98778,1.1678,0.89649,0.28179,0.0028401,p00315
1.0745,0.90666,0.27737,0.4412,0.0010601,p00316
0.95944,0.84114,0.67281,0.82869,0.0011765,p00317
1.1405,1.1536,0.75459,0.78796,0.0015266,p00318
0.9838,1.1312,0.70895,0.87244,0.0029586,p00319
1.1577,1.1524,0.48256,0.68263,0.002561,p00320
0.88554,0.88372,0.32768,0.67608,0.0028894,p00321
1.1285,0.92767,0.22437,0.86345,0.0029616,p00322
1.1956,0.81196,0.19373,0.25442,0.0021381,p00323
1.1122,1.0538,0.50599,0.86222,0.0014068,p00324
0.98003,1.0364,0.31027,0.54998,0.0028952,p00325
1.0099,1.1279,0.39581,0.24003,0.0016034,p00326
1.0426,0.99272,0.4335,0.52995,0.0011479,p00327
0.94941,0.99936,0.28975,0.53944,0.0025028,p00328
1.0526,1.1935,0.44535,0.57997,0.0023596,p00329
0.95784,1.0047,0.22464,0.16686,0.0022687,p00330
0.94704,1.0836,0.54324,0.88027,0.0028971,p00331
1.0196,0.83554,0.61733,0.31236,0.0017379,p00332
1.1375,1.1423,0.72199,0.41846,0.0016197,p00333
0.86354,1.1647,0.41711,0.69756,0.0028892,p00334
1.0477,1.095,0.49756,0.17647,0.0015977,p00335
1.1739,0.93247,0.71485,0.72521,0.0010293,p00336
0.95181,1.0928,0.32744,0.58583,0.0019982,p00337
1.1776,1.1739,0.65153,0.67571,0.002559,p00338
0.95215,1.0116,0.26451,0.83239,0.0013249,p00339
1.0215,1.134,0.23837,0.45789,0.0017042,p00340
1.0488,0.90005,0.65311,0.71482,0.0026178,p00341
0.94924,0.9321,0.6986,0.8268,0.0016475,p00342
0.92591,0.93521,0.43482,0.2661,0.001639,p00343
0.92229,0.94577,0.65816,0.31685,0.0013325,p00344
0.88714,0.98282,0.38731,0.30853,0.0016905,p00345
0.84516,1.0552,0.42055,0.42075,0.0027852,p00346
0.85363,1.142,0.68971,0.24536,0.0023197,p00347
0.85001,1.1166,0.35715,0.45446,0.0013435,p00348
0.96692,1.1922,0.45872,0.29959,0.0022235,p00349
1.101,1.173,0.20522,0.74252,0.0018935,p00350
1.1338,0.80426,0.53121,0.37472,0.0013165,p00351
1.1048,0.99166,0.32393,0.32575,0.0023902,p00352
0.84693,0.80719,0.79387,0.45256,0.0014945,p00353
0.95792,1.1038,0.83968,0.7337,0.0027382,p00354
1.0269,0.89863,0.58618,0.74464,0.0020478,p00355
1.034,0.93054,0.50162,0.40269,0.0020809,p00356
1.051,1.1953,0.17576,0.60156,0.0015835,p00357
0.85581,0.83402,0.83108,0.34714,0.0023465,p00358
1.1919,1.0716,0.63448,0.55928,0.0013842,p00359
0.96741,0.97556,0.13051,0.11024,0.0017105,p00360
0.80973,1.0114,0.60812,0.7459,0.0021636,p00361
0.96377,0.97385,0.48134,0.12274,0.0025021,p00362
1.1311,1.0359,0.21451,0.29706,0.0012265,p00363
0.8011,1.1575,0.81377,0.52173,0.0020245,p00364
0.9382,0.83795,0.64689,0.13835,0.0013621,p00365
0.93541,0.80268,0.89798,0.10199,0.0011702,p00366
1.0939,0.97411,0.61679,0.55954,0.0021256,p00367
0.99873,0.82042,0.66297,0.78586,0.0010586,p00368
0.91888,1.1265,0.12138,0.82447,0.0010491,p00369
0.97666,0.93035,0.60502,0.48797,0.0010239,p00370
1.1649,0.85224,0.70057,0.61765,0.0028303,p00371
0.85995,1.1495,0.64114,0.46597,0.0029213,p00372
0.9666,0.86239,0.22841,0.56156,0.0017543,p00373
1.0056,0.99043,0.67254,0.49145,0.0020718,p00374
0.93286,1.1242,0.34614,0.20343,0.0012847,p00375
0.97249,0.82978,0.27572,0.84308,0.0011352,p00376
0.85389,1.0247,0.83465,0.52761,0.0025709,p00377
1.0873,1.0138,0.41513,0.62089,0.0022447,p00378
0.95076,1.0286,0.52526,0.76399,0.0029319,p00379
1.1446,1.1644,0.3261,0.5172,0.0020366,p00380
1.0893,0.81778,0.86959,0.58201,0.0011178,p00381
1.0539,1.1865,0.36,0.29643,0.0010834,p00382
1.1345,0.97418,0.15743,0.28302,0.0013992,p00383
0.82153,0.97138,0.41076,0.15757,0.0016,p00384
1.0703,0.82288,0.72918,0.49771,0.0025086,p00385
1.1477,0.97725,0.75852,0.15719,0.0012651,p00386
1.1604,0.90132,0.80567,0.82162,0.0017988,p00387
0.92341,1.0959,0.64172,0.18822,0.0027458,p00388
0.97324,0.83599,0.4895,0.5006,0.0014396,p00389
1.0786,0.82016,0.19627,0.5808,0.0020781,p00390
0.9586,0.84343,0.63558,0.79625,0.0026687,p00391
0.92115,1.114,0.319,0.74179,0.0027144,p00392
0.92611,0.90607,0.80456,0.69366,0.00174,p00393
0.86148,1.0396,0.30258,0.27988,0.0028727,p00394
1.0788,0.89332,0.56347,0.15277,0.0022839,p00395
0.86488,1.0391,0.24673,0.43193,0.0019538,p00396
0.93832,0.80837,0.50535,0.34234,0.0014879,p00397
1.1951,1.0664,0.18816,0.12033,0.0019113,p00398
0.84288,1.1753,0.59394,0.17537,0.0016015,p00399
1.0313,0.98849,0.89722,0.89362,0.0019341,p00400
1.0604,1.145,0.15593,0.60025,0.0017893,p00401
1.1833,1.1774,0.86305,0.31493,0.0029446,p00402
1.1458,1.0958,0.18395,0.80651,0.0028107,p00403
1.0879,1.1089,0.42363,0.79754,0.0012468,p00404
1.1136,0.81012,0.11257,0.37321,0.0028065,p00405
0.80344,1.0897,0.41348,0.67246,0.0026968,p00406
0.93498,1.1209,0.78412,0.77953,0.00285,p00407
0.99619,1.0013,0.65941,0.32905,0.0025458,p00408
1.1009,1.0848,0.8587,0.27122,0.0016478,p00409
1.1579,1.1831,0.67134,0.58495,0.0026411,p00410
1.1202,0.96687,0.77438,0.45465,0.0021877,p00411
1.1815,1.1313,0.70135,0.71027,0.0027687,p00412
0.82133,0.869,0.37732,0.80186,0.0019959,p00413
1.0672,1.0906,0.46547,0.68621,0.0028044,p00414
0.88331,0.92672,0.10369,0.73771,0.0026754,p00415
0.97974,0.9719,0.80144,0.53507,0.0016131,p00416
1.1571,1.0769,0.85455,0.22431,0.0010514,p00417
0.99882,0.93112,0.62184,0.76996,0.0015567,p00418
0.96108,1.047,0.87399,0.89277,0.0012876,p00419
0.82263,0.85253,0.56977,0.49681,0.0019979,p00420
1.0836,0.96058,0.88504,0.42366,0.0018896,p00421
0.83831,0.94874,0.29556,0.24988,0.0014966,p00422
0.96265,1.0256,0.50865,0.54407,0.0021906,p00423
0.85439,1.057,0.15625,0.12298,0.0012837,p00424
1.1262,0.98542,0.52202,0.83643,0.0011148,p00425
0.86686,1.1204,0.47775,0.25231,0.001981,p00426
1.1563,1.1399,0.88221,0.48587,0.0010405,p00427
1.1632,0.81074,0.30766,0.1065,0.0019839,p00428
1.0433,0.84398,0.13426,0.27814,0.0015119,p00429
1.1527,0.88994,0.57291,0.66098,0.0028128,p00430
0.92315,1.0939,0.44962,0.74304,0.0010881,p00431
0.96135,1.1973,0.34744,0.21996,0.0026545,p00432
0.82545,1.0771,0.23518,0.47513,0.0025286,p00433
1.0069,0.87593,0.13351,0.54143,0.0017801,p00434
1.1862,1.0389,0.89083,0.80474,0.0026055,p00435
0.98579,0.99873,0.54137,0.79392,0.0026259,p00436
1.0074,1.118,0.62926,0.12455,0.001488,p00437
0.82566,0.86334,0.26569,0.68007,0.0016193,p00438
1.1691,0.83897,0.78462,0.24659,0.0014952,p00439
0.98759,0.90924,0.29986,0.54491,0.0016276,p00440
1.158,0.9293,0.2504,0.69183,0.002659,p00441
0.84384,1.0659,0.80523,0.65997,0.0019445,p00442
0.87732,1.149,0.34333,0.17231,0.0029842,p00443
0.94818,1.0268,0.6199,0.24712,0.002496,p00444
0.99126,0.92895,0.89821,0.25202,0.0010565,p00445
0.9942,1.1267,0.74145,0.13104,0.001181,p00446
1.1939,0.98845,0.70573,0.84138,0.0013968,p00447
1.1822,0.92436,0.12527,0.53703,0.0022906,p00448
1.1535,1.0897,0.73498,0.29043,0.0015413,p00449
1.1713,0.83138,0.52091,0.21843,0.0018647,p00450
1.0783,0.95513,0.66245,0.37503,0.0021703,p00451
1.0797,0.84004,0.79636,0.57352,0.0020628,p00452
1.0296,1.0157,0.2731,0.42101,0.0026868,p00453
0.93431,1.0627,0.43738,0.3842,0.0022816,p00454
1.1889,0.95226,0.30347,0.88421,0.0020292,p00455
1.1091,1.0728,0.47033,0.59895,0.0016028,p00456
1.0402,0.95262,0.71498,0.81093,0.0019226,p00457
0.92239,0.99262,0.65022,0.50719,0.0013046,p00458
1.0959,1.059,0.58878,0.63003,0.002864,p00459
0.91661,1.0084,0.18781,0.88455,0.002506,p00460
0.91202,0.87634,0.1397,0.57851,0.0018927,p00461
1.0589,0.88531,0.20846,0.34492,0.0023495,p00462
1.1564,0.87564,0.32347,0.59347,0.0026984,p00463
0.967,0.91562,0.59304,0.64046,0.0013723,p00464
0.85751,1.1692,0.18233,0.43367,0.0013767,p00465
1.0883,0.88179,0.42229,0.31724,0.0013397,p00466
