wind_speed,swr,turb_param/k_min,g2/constant_value,par_id
0.82902,1.04,2.6e-07,1.1378,p00130
0.81497,1.0981,0.00018611,1.7274,p00131
0.80837,0.81674,7.9648e-06,1.767,p00132
1.1889,1.0007,3.6726e-10,1.0393,p00133
0.81884,0.81204,8.5023e-09,3.1065,p00134
1.0757,1.141,6.6574e-15,0.77211,p00135
1.1478,1.043,7.4423e-07,1.3205,p00136
0.80135,0.97343,2.7583e-06,2.393,p00137
0.80697,0.84933,3.1841e-09,3.168,p00138
0.83479,0.92599,2.3854e-08,2.2796,p00139
1.1002,1.11,1.1847e-10,0.84087,p00140
0.90214,0.93362,3.969e-13,1.0335,p00141
0.8274,1.1328,2.7061e-12,0.8745,p00142
0.90667,1.177,6.7452e-05,3.3345,p00143
0.95179,1.0682,1.591e-10,1.0794,p00144
0.91873,1.0427,2.1246e-05,1.2117,p00145
0.99288,0.95464,3.0704e-14,1.3314,p00146
1.077,1.164,7.9515e-14,1.7157,p00147
0.85126,1.0414,3.3494e-14,1.5941,p00148
0.93863,0.89991,4.1233e-11,1.6033,p00149
0.92197,1.06,2.716e-14,1.8072,p00150
0.98391,1.0826,3.6132e-12,3.3519,p00151
0.96014,0.9213,1.291e-05,2.07,p00152
0.98075,1.1078,1.9784e-12,2.7451,p00153
1.1784,0.85791,0.00045816,1.8948,p00154
0.93553,1.0041,1.7429e-13,2.9933,p00155
1.175,0.92676,4.0379e-10,2.1626,p00156
0.9089,1.1637,5.2035e-14,1.7269,p00157
0.84267,0.99941,1.5695e-11,2.8306,p00158
1.0476,0.89616,8.3445e-08,2.0854,p00159
1.1533,0.94726,5.0598e-14,1.2727,p00160
1.1039,1.0436,7.7138e-06,1.1172,p00161
0.93413,0.9306,1.1404e-13,0.90759,p00162
1.1671,1.051,2.4112e-07,1.9071,p00163
1.1516,0.81028,2.9089e-09,0.91328,p00164
0.82196,0.88482,1.3494e-14,1.1053,p00165
1.154,0.93368,1.7773e-10,1.4995,p00166
0.97507,0.94639,3.2123e-08,0.76234,p00167
0.93088,0.94845,1.9967e-09,1.3964,p00168
1.0881,1.1363,1.7464e-08,2.6327,p00169
1.0789,1.0218,6.1898e-05,3.4602,p00170
1.0432,0.80345,4.5723e-11,2.6056,p00171
1.0697,0.90604,6.4341e-14,1.2337,p00172
0.83067,0.9697,2.5423e-07,1.7861,p00173
1.18,0.8105,6.8001e-11,1.9596,p00174
0.96362,0.95153,4.6372e-05,1.0107,p00175
0.92514,0.8672,2.4642e-08,2.1142,p00176
1.0255,0.8569,4.5263e-09,0.82656,p00177
1.1887,1.1521,2.1407e-12,0.69258,p00178
0.87443,0.82774,2.1321e-13,1.0675,p00179
1.198,1.1045,4.6199e-12,0.78256,p00180
0.87103,1.1617,7.2326e-08,0.99178,p00181
0.89982,1.0804,2.962e-06,1.024,p00182
0.85527,1.0196,4.9682e-14,2.5901,p00183
1.1926,1.0104,6.4605e-15,2.2854,p00184
1.0392,1.0537,1.5917e-08,2.1228,p00185
0.88722,1.0528,4.0518e-13,2.8496,p00186
1.1831,0.8154,0.00044652,2.0141,p00187
0.95543,1.0985,2.8875e-06,2.8887,p00188
1.0154,0.80399,3.7177e-05,0.98389,p00189
1.1492,0.96664,1.2769e-11,0.7874,p00190
1.1229,1.1281,8.9572e-12,3.4422,p00191
1.1982,0.925,6.6942e-10,0.6042,p00192
1.1252,1.1914,5.3752e-09,2.0295,p00193
0.85149,1.0379,2.6025e-09,3.2567,p00194
0.85862,1.0293,4.9452e-07,2.436,p00195
0.85603,1.0982,4.3529e-11,3.2499,p00196
0.95932,0.94208,9.8127e-11,3.3096,p00197
0.83519,0.84058,2.0872e-11,3.4341,p00198
1.1101,0.98036,5.7713e-07,1.8381,p00199
1.1807,0.83813,2.6383e-12,3.0941,p00200
1.0948,1.0972,1.1776e-13,2.7745,p00201
0.82678,0.96684,3.0975e-13,2.5691,p00202
0.83165,1.1642,2.1215e-10,0.7141,p00203
1.0901,0.92176,4.3066e-12,1.4981,p00204
0.85291,0.96923,4.5733e-05,2.0322,p00205
0.84513,1.0687,1.6951e-12,2.1339,p00206
0.99282,1.1569,1.2431e-08,0.89288,p00207
0.89301,1.0585,6.7365e-14,2.3437,p00208
1.053,1.191,4.468e-05,3.2155,p00209
0.82987,0.97102,6.8898e-06,1.1507,p00210
0.82797,0.81018,0.00027257,2.6321,p00211
0.98688,1.0805,0.00016459,0.6511,p00212
0.98999,0.93001,8.899e-13,1.1167,p00213
1.029,1.1843,1.319e-10,2.6672,p00214
0.82929,0.87934,1.0898e-12,2.5861,p00215
1.0378,0.85044,7.4736e-09,1.1281,p00216
0.89715,1.004,1.1848e-13,3.1375,p00217
0.9931,0.85274,7.4588e-06,0.98834,p00218
0.99011,0.91651,6.5347e-08,2.4007,p00219
1.181,0.81455,4.2111e-10,3.4367,p00220
0.95257,0.82409,4.488e-09,1.6574,p00221
0.87025,0.87617,7.4445e-09,0.86768,p00222
0.84041,0.85177,6.4179e-12,1.4124,p00223
1.0296,0.82182,2.4467e-11,2.0189,p00224
1.081,1.105,0.00012686,1.3345,p00225
0.9968,0.87959,1.2954e-13,2.5314,p00226
0.97739,0.92793,0.0003327,0.96643,p00227
1.0016,1.1861,3.4221e-14,2.4078,p00228
0.88708,1.1356,9.2689e-10,3.2596,p00229
1.0847,0.99843,1.2308e-10,1.1119,p00230
0.97226,1.1815,1.1991e-08,2.8498,p00231
1.171,1.1574,1.3412e-08,2.0153,p00232
0.84854,0.95334,8.8436e-09,0.5065,p00233
0.987,0.91095,9.8962e-13,2.5197,p00234
0.99925,1.0181,1.4165e-08,1.6342,p00235
1.0907,1.187,1.6402e-10,0.70045,p00236
0.83417,1.14,7.5676e-13,1.763,p00237
0.99653,0.908,6.0708e-15,0.53051,p00238
1.0731,0.80324,0.00018784,1.8503,p00239
1.1212,1.0212,7.5246e-09,3.4703,p00240
1.0325,0.81681,2.2389e-07,3.3922,p00241
1.1279,1.0843,0.00010356,2.1326,p00242
1.0496,0.80092,1.9998e-06,3.277,p00243
0.83611,0.96191,3.1819e-14,2.9846,p00244
1.1986,0.97603,2.7483e-09,3.0566,p00245
0.81744,1.1892,2.5243e-09,3.2803,p00246
0.9114,0.80724,3.6175e-13,1.9276,p00247
0.92627,1.0311,1.4465e-14,2.7558,p00248
1.0973,1.0392,7.0309e-10,0.64922,p00249
1.1015,1.0179,2.2021e-08,0.80754,p00250
0.83604,0.91027,6.0297e-11,3.3665,p00251
1.1243,0.83989,1.0846e-12,3.1637,p00252
0.85434,1.0898,3.0089e-06,0.9726,p00253
0.89554,1.0168,1.3518e-08,2.7186,p00254
1.0354,1.023,0.00035332,1.7474,p00255
0.84294,0.84068,1.1584e-06,1.6747,p00256
1.1799,0.96893,7.5837e-06,3.316,p00257
0.93355,1.0175,2.5415e-10,2.7895,p00258
0.99177,1.033,5.5127e-15,2.5959,p00259
1.0606,1.0343,4.9445e-09,2.2584,p00260
1.1147,1.0277,6.2755e-08,0.91444,p00261
0.97933,0.8544,2.2316e-12,1.1918,p00262
0.92608,1.0612,1.2231e-13,2.3723,p00263
0.87953,1.1221,0.00018991,1.406,p00264
1.1909,0.87903,4.2405e-09,2.3703,p00265
0.83965,0.80512,7.7545e-12,1.1954,p00266
0.99943,0.91773,1.9741e-09,0.60056,p00267
1.074,1.1001,1.3593e-11,2.2721,p00268
0.84028,0.99711,1.121e-13,1.443,p00269
1.1265,0.9871,3.0958e-12,0.86689,p00270
0.97543,1.123,4.0849e-14,2.2748,p00271
0.93434,0.85942,6.7301e-06,2.0765,p00272
1.1215,1.1039,3.147e-11,3.2371,p00273
1.1599,0.84607,0.00033907,3.1015,p00274
1.0798,0.81375,0.00042749,3.4718,p00275
1.0304,0.9062,6.4888e-07,2.3485,p00276
1.1902,1.1251,4.6306e-06,1.8569,p00277
1.1629,1.1491,2.4804e-07,1.0622,p00278
0.92048,1.0526,5.8184e-15,2.3739,p00279
0.86684,0.85053,3.1607e-05,2.9239,p00280
1.0942,1.193,0.00035987,2.1783,p00281
1.131,1.139,5.9022e-12,3.0798,p00282
1.0336,0.88297,5.4085e-05,3.1421,p00283
1.0618,1.027,1.2694e-10,3.2779,p00284
0.82006,0.99411,4.4151e-14,0.6532,p00285
0.96391,1.0956,2.9803e-12,1.6714,p00286
1.1303,1.1996,1.9365e-10,1.6469,p00287
1.0261,1.0734,5.2179e-09,3.4378,p00288
0.88521,1.0762,3.5678e-05,1.5385,p00289
0.9184,1.1512,1.3659e-10,1.4348,p00290
0.94295,1.164,2.0074e-09,2.0274,p00291
1.1599,0.85122,5.6508e-12,3.1551,p00292
1.1313,1.1118,1.762e-06,2.9203,p00293
0.80258,1.1018,2.249e-07,2.8847,p00294
1.0219,1.085,8.3269e-10,0.6734,p00295
1.1263,0.99883,9.6019e-11,0.96366,p00296
0.90349,0.91997,8.7042e-11,0.90591,p00297
0.87765,1.006,8.9569e-06,2.8608,p00298
1.0148,1.1877,8.4082e-08,1.6825,p00299
0.89871,0.93798,2.9477e-12,3.3533,p00300
1.0377,1.0997,7.4496e-15,1.2561,p00301
0.80309,1.1331,1.8633e-12,1.6199,p00302
1.0111,1.0984,3.1384e-07,3.0829,p00303
0.95132,0.89685,7.0157e-15,2.1863,p00304
1.0303,0.82803,1.1884e-14,2.3378,p00305
1.1841,0.80252,1.4515e-07,1.3509,p00306
0.85061,1.1931,9.9973e-15,0.91045,p00307
1.1164,0.85419,2.3157e-06,1.7379,p00308
1.0031,1.0281,4.0084e-10,2.9013,p00309
0.91604,0.9581,2.674e-07,1.5667,p00310
1.1052,0.92974,1.1679e-08,3.4695,p00311
1.1495,0.94459,3.9341e-05,1.5609,p00312
0.94002,1.1539,1.4862e-14,1.5903,p00313
1.157,1.004,2.8346e-07,2.391,p00314
0.867,1.172,0.00011715,2.5346,p00315
1.1668,1.1432,1.0684e-06,0.93012,p00316
0.91422,1.1162,4.5665e-09,1.5559,p00317
1.0271,0.80821,3.5701e-07,2.4972,p00318
0.90873,0.8473,2.7452e-13,2.8645,p00319
0.97215,0.82718,5.7652e-15,0.80596,p00320
0.9206,0.95905,8.9539e-08,0.73062,p00321
0.81682,0.80222,1.2666e-14,2.1609,p00322
1.1018,0.92245,1.6819e-06,1.8144,p00323
1.1069,0.9545,8.531e-06,1.7796,p00324
0.98099,1.0407,9.955e-11,0.83853,p00325
1.064,1.0368,4.1492e-13,2.7216,p00326
0.93643,0.80177,6.6336e-14,1.5543,p00327
1.0441,0.93508,1.2875e-08,1.64,p00328
0.89652,0.80448,5.4894e-08,3.0472,p00329
0.89151,1.1934,2.2838e-09,2.4376,p00330
0.95396,0.93587,7.5617e-11,3.1383,p00331
0.98895,0.98936,0.00026762,3.1957,p00332
1.1883,0.94855,3.8621e-07,1.8958,p00333
0.86511,0.95544,1.1153e-13,3.167,p00334
1.1798,1.1726,1.094e-12,1.3678,p00335
1.0064,1.0658,3.8139e-12,3.3518,p00336
0.87381,1.185,1.8197e-08,1.9258,p00337
0.97391,0.93444,1.1887e-08,3.0817,p00338
1.1984,1.0516,2.1144e-12,2.9524,p00339
0.98643,1.1576,1.5735e-06,1.3732,p00340
1.1469,0.85259,0.00030087,1.0598,p00341
1.1756,0.88773,1.7388e-07,2.3291,p00342
0.82752,0.98594,8.335e-07,1.8089,p00343
1.0526,1.0638,0.00039503,1.132,p00344
0.95773,1.0862,2.9987e-06,2.994,p00345
1.1655,1.1343,1.7402e-06,2.8883,p00346
1.148,0.82954,1.9331e-06,2.4365,p00347
0.85921,1.1178,5.2735e-14,2.4346,p00348
0.82251,0.83385,0.0003165,3.052,p00349
0.96356,1.0254,1.3461e-09,2.5414,p00350
0.86185,1.1787,8.2335e-09,1.2661,p00351
1.0657,0.98471,3.8475e-13,0.90323,p00352
0.98325,1.0028,1.2027e-05,2.2947,p00353
1.1504,0.90745,1.2549e-11,0.74169,p00354
0.87439,0.93256,9.5618e-07,1.766,p00355
1.0409,1.1309,1.468e-10,1.468,p00356
1.0542,1.0349,0.00046515,2.8637,p00357
1.1925,1.0765,3.2334e-13,1.5686,p00358
1.0664,0.91082,5.7038e-11,1.1719,p00359
0.94304,0.89552,3.882e-05,2.5461,p00360
1.1968,1.0851,6.1617e-15,1.2876,p00361
1.0117,1.0599,1.8495e-07,2.0241,p00362
0.98415,1.1592,5.696e-11,1.5186,p00363
0.81401,1.0719,1.0606e-14,3.2788,p00364
0.86911,1.0408,1.5268e-06,0.83151,p00365
1.1866,1.1977,5.8397e-09,3.0962,p00366
0.92027,1.1786,7.5918e-14,2.344,p00367
1.1063,1.0857,1.8172e-06,1.3592,p00368
0.92738,1.155,0.00010476,2.3222,p00369
1.0975,1.0483,1.0812e-06,2.7089,p00370
1.1696,0.90435,1.9241e-12,2.3224,p00371
0.85267,1.1356,5.685e-10,2.3258,p00372
0.9888,1.1147,5.1044e-06,0.79985,p00373
1.1516,0.93521,2.2232e-06,0.78981,p00374
0.94037,0.99294,1.5183e-08,0.70294,p00375
1.086,0.86837,0.00014594,1.8897,p00376
1.1684,0.96929,2.54e-11,2.2414,p00377
0.83128,0.85804,4.6071e-09,2.8479,p00378
0.86617,0.97728,1.6912e-08,1.5068,p00379
0.88941,1.0222,4.222e-10,1.4564,p00380
1.0827,0.90699,2.5285e-11,3.2108,p00381
0.91574,1.1164,1.394e-10,1.5707,p00382
1.1704,1.0152,4.9304e-09,2.4324,p00383
0.99258,1.0331,1.2049e-07,2.0015,p00384
1.1839,0.91187,1.958e-05,2.8441,p00385
0.88848,1.1406,4.112e-05,2.8277,p00386
0.89306,0.94903,7.3582e-15,3.2127,p00387
1.1938,0.89583,1.8882e-06,2.8514,p00388
0.81207,1.1008,2.9454e-08,3.385,p00389
1.0183,1.1041,1.4638e-12,0.63642,p00390
1.0422,1.1341,8.5347e-14,1.6484,p00391
1.1173,1.0094,1.3122e-14,0.6416,p00392
1.122,1.0474,1.5287e-08,1.2632,p00393
1.1735,1.1606,4.493e-09,1.0536,p00394
1.0755,1.0567,1.2347e-13,2.7134,p00395
1.1708,1.014,1.1741e-10,3.1077,p00396
1.1559,1.1476,4.7462e-13,2.6309,p00397
1.0867,1.0707,4.4604e-06,3.1952,p00398
1.045,0.94563,4.4628e-13,1.2463,p00399
0.80368,1.1283,3.9968e-13,0.71962,p00400
1,1.169,9.4158e-15,2.538,p00401
1.074,1.0012,7.3489e-13,3.291,p00402
1.1924,1.0798,1.8779e-14,3.1873,p00403
1.1829,1.1777,2.2166e-14,1.1626,p00404
1.1163,0.85219,1.6303e-13,2.0511,p00405
0.85107,0.87554,7.2593e-09,2.2284,p00406
1.1528,0.87393,1.8508e-10,1.1129,p00407
1.063,0.9876,4.9072e-12,1.6944,p00408
1.1479,0.85432,5.4214e-11,0.70759,p00409
0.98766,0.92093,6.1825e-12,1.8326,p00410
0.95155,1.0134,0.00017225,3.4478,p00411
1.1845,1.1182,7.9672e-15,1.831,p00412
1.1095,0.94893,9.0263e-13,1.7095,p00413
1.0408,1.152,5.2809e-07,3.1913,p00414
1.1636,0.9635,5.9714e-15,2.4624,p00415
0.99604,0.85292,6.5927e-12,2.8656,p00416
1.1502,1.1812,4.2921e-13,0.65237,p00417
1.1389,1.0229,3.7961e-07,1.4395,p00418
1.1201,1.0881,1.1072e-08,3.077,p00419
1.0879,0.86056,5.7639e-10,2.1689,p00420
1.0915,0.88919,1.7361e-05,0.99312,p00421
1.0617,1.0802,1.4691e-08,1.6912,p00422
1.0139,1.1656,2.0552e-06,1.7778,p00423
0.90226,1.1039,1.2374e-12,2.724,p00424
0.98967,0.96642,7.267e-07,2.239,p00425
0.96308,0.94873,6.3177e-11,2.1463,p00426
1.0581,0.8111,6.6936e-13,2.3789,p00427
0.80919,1.1872,5.7826e-14,2.1902,p00428
1.1069,0.95307,0.00014156,0.53439,p00429
0.93189,1.1809,1.6995e-07,1.1973,p00430
0.88929,0.89606,1.2123e-10,1.9658,p00431
1.1645,1.1053,2.4875e-11,0.77746,p00432
0.81329,0.8389,3.877e-07,2.5384,p00433
1.0347,0.96571,2.6546e-11,2.5237,p00434
1.0084,1.0508,0.00011947,0.70791,p00435
1.0076,1.0566,1.1391e-05,2.14,p00436
1.1741,1.1383,5.6304e-13,1.9461,p00437
0.83733,1.0606,1.125e-08,0.97349,p00438
1.0014,1.0615,8.0665e-15,0.87405,p00439
0.85946,0.92699,1.3671e-06,0.8881,p00440
1.0713,0.81422,8.7834e-15,3.0095,p00441
1.062,1.1563,8.4795e-08,2.3459,p00442
1.0458,0.9496,8.5832e-15,2.3823,p00443
1.0812,0.83494,2.3382e-12,1.2575,p00444
1.028,0.94095,2.9285e-09,2.7507,p00445
1.0286,0.86258,1.5577e-08,2.8573,p00446
1.0291,0.82296,0.00020769,3.166,p00447
1.0529,0.80589,2.5341e-10,2.1315,p00448
1.1575,1.0443,1.1239e-13,1.3843,p00449
0.90953,1.1797,5.6765e-07,2.4857,p00450
0.87739,1.0396,0.00033842,0.95917,p00451
1.0516,1.025,1.4102e-14,2.7932,p00452
1.1973,1.0976,6.637e-11,2.0747,p00453
0.81568,0.89137,5.7018e-05,3.355,p00454
1.0723,0.84406,1.018e-13,2.9998,p00455
0.97958,0.96026,6.2127e-09,1.3033,p00456
1.1361,0.86552,1.9936e-14,3.3799,p00457
0.89675,1.0839,0.00025724,2.4543,p00458
0.93992,0.99831,5.4365e-12,1.0351,p00459
1.0892,0.88453,8.125e-07,1.9237,p00460
0.90119,0.81266,8.7258e-14,1.0487,p00461
1.0195,1.1166,1.0907e-11,2.8933,p00462
1.1315,0.95651,0.00011094,2.8004,p00463
1.0189,0.95856,4.8314e-09,0.523,p00464
0.95565,0.92776,3.4292e-06,2.3081,p00465
1.1173,0.81476,4.4977e-11,2.3167,p00466
0.97888,1.0511,8.4283e-14,0.51457,p00467
0.90434,0.97737,1.0742e-07,2.2252,p00468
1.1772,1.1601,0.00046237,3.3299,p00469
1.0583,0.83872,1.4271e-07,1.8146,p00470
0.81039,1.1988,5.6751e-12,1.074,p00471
0.847,1.0462,2.6319e-12,2.8097,p00472
0.95414,1.1831,8.8641e-08,3.1245,p00473
0.87234,0.8865,1.8364e-07,2.0259,p00474
0.92046,0.87827,3.392e-14,2.4645,p00475
0.86731,1.0115,0.00013321,1.326,p00476
0.95736,0.89019,5.1757e-08,2.5855,p00477
1.0109,0.83018,5.6177e-14,0.6863,p00478
1.0759,0.87586,6.7801e-13,2.229,p00479
1.004,1.0548,1.2917e-12,2.1627,p00480
1.1833,0.97849,1.9635e-12,1.0626,p00481
0.84327,0.89499,1.1332e-09,1.2641,p00482
0.84114,1.1633,2.3027e-11,1.4211,p00483
1.0159,1.1555,3.2185e-10,2.9511,p00484
0.84417,0.80879,8.0506e-13,2.9062,p00485
0.90284,0.9381,9.1007e-05,1.5806,p00486
0.81144,1.1956,1.1202e-14,1.5023,p00487
0.98607,0.92035,1.5947e-08,2.5633,p00488
1.1191,1.0182,5.4327e-06,0.53971,p00489
0.83492,0.85166,3.3399e-07,1.4009,p00490
0.96125,0.96316,2.1624e-10,3.4909,p00491
0.98252,1.1961,2.833e-08,1.9196,p00492
0.93681,1.0267,4.427e-08,2.4574,p00493
0.96373,1.1612,0.00010703,3.4254,p00494
0.95855,0.92842,8.9654e-13,1.5958,p00495
1.1789,0.8341,2.1883e-13,2.028,p00496
0.9615,1.0988,1.4886e-13,0.99832,p00497
1.1526,1.1464,6.1209e-07,2.1313,p00498
1.0293,0.93668,3.5168e-12,2.9836,p00499
0.95438,0.96495,1.7784e-09,0.53605,p00500
1.1292,0.93387,1.3135e-11,2.474,p00501
0.92809,1.0799,1.2813e-07,1.7568,p00502
0.90047,1.0428,4.5304e-14,1.4738,p00503
1.0018,0.98635,1.0994e-14,0.82503,p00504
1.0534,0.90071,1.823e-12,0.80162,p00505
0.85469,1.1159,7.1268e-12,2.142,p00506
0.91922,0.91746,7.5923e-14,0.64043,p00507
0.97273,0.95523,7.25e-13,0.89938,p00508
0.87938,1.0074,6.7143e-11,2.8503,p00509
0.94431,1.0107,1.6255e-05,0.6437,p00510
1.0078,1.1457,0.00027911,0.91881,p00511
1.1171,1.036,1.7229e-10,3.4737,p00512
1.0095,1.1971,1.4182e-11,2.9023,p00513
1.1665,1.0755,2.7097e-05,2.9,p00514
0.8904,1.0513,3.4724e-07,2.4491,p00515
0.83396,1.061,6.966e-11,2.109,p00516
0.96172,1.1767,2.878e-12,1.5063,p00517
0.93281,0.86515,4.8591e-11,2.6248,p00518
0.855,1.1142,5.1697e-11,2.7283,p00519
1.1341,1.1702,4.3394e-08,2.2292,p00520
0.98529,0.94492,2.4346e-09,1.3216,p00521
1.108,1.1693,1.3004e-12,1.9009,p00522
0.89838,1.1319,8.4048e-09,2.6023,p00523
1.0742,1.0911,6.594e-09,3.1599,p00524
1.1433,1.1339,0.00043022,1.6511,p00525
0.83525,0.9275,9.2232e-08,1.8287,p00526
